ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,Intensity_MeanIntensity_C0,Intensity_MeanIntensity_C1,Intensity_MeanIntensity_C2,Intensity_MeanIntensity_C3,Intensity_MeanIntensity_C4,Intensity_MedianIntensity_C0,Intensity_MedianIntensity_C1,Intensity_MedianIntensity_C2,Intensity_MedianIntensity_C3,Intensity_MedianIntensity_C4,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Objects_frame_edge_filtered,TrackObjects_Label_1,TrackObjects_Lifetime_1,TrackObjects_ParentImageNumber_1,TrackObjects_ParentObjectNumber_1
28,6,323,305.1145511,316.377709,0.305129614,0.164681604,0.046208949,0.742269181,0.407199666,0.290196091,0.164705887,0.043137256,0.762745112,0.403921574,305.1145511,316.377709,0,6,8,59,5,27,17
28,7,278,196.1366906,271.7446043,0.706742853,0.173578788,0.061292145,0.516335183,0.415418261,0.725490212,0.176470593,0.05882353,0.545098066,0.407843143,196.1366906,271.7446043,0,7,9,62,4,27,13
28,8,370,326.3486486,319.9297297,0.248722847,0.130015902,0.043550611,0.54251194,0.400074198,0.239215687,0.13333334,0.039215688,0.568627477,0.403921574,326.3486486,319.9297297,0,8,10,69,3,27,24
28,9,214,372.9345794,300.6214953,0.612497723,0.153655859,0.058035552,0.013597215,0.42105553,0.600000024,0.149019614,0.054901961,0.011764706,0.423529416,372.9345794,300.6214953,0,9,11,44,10,27,15
28,10,275,188.4109091,295.92,0.586110531,0.178438507,0.055101606,0.537297699,0.418623893,0.564705908,0.176470593,0.050980393,0.56078434,0.423529416,188.4109091,295.92,0,10,13,73,2,27,20
28,11,410,171.0414634,278.704878,0.84538499,0.217044483,0.055294119,0.769115265,0.413916792,0.945098042,0.20784314,0.050980393,0.827450991,0.41568628,171.0414634,278.704878,0,11,14,61,4,27,12
28,12,333,285,330.1171171,0.442501336,0.181652245,0.054984398,0.745404241,0.438450219,0.427450985,0.176470593,0.050980393,0.758823544,0.43921569,285,330.1171171,0,12,15,65,3,27,23
28,13,288,173.8125,228.5659722,0.224931923,0.108905231,0.057080612,0.210253274,0.424863839,0.219607845,0.101960786,0.047058824,0.196078435,0.423529416,173.8125,228.5659722,0,13,17,49,9,27,9
28,14,293,319.9112628,120.2047782,0.978585292,0.338633482,0.052760491,0.782239186,0.435642111,1,0.345098048,0.047058824,0.827450991,0.435294122,319.9112628,120.2047782,0,14,18,70,2,27,1
28,15,252,330.0952381,350.4761905,0.585122954,0.224789922,0.060099597,0.964114537,0.413538757,0.576470613,0.223529413,0.054901961,1,0.400000006,330.0952381,350.4761905,0,15,20,74,2,27,21
28,16,221,182.9230769,314.1266968,0.77068584,0.198864347,0.052027328,0.704551515,0.409919267,0.794117659,0.192156866,0.047058824,0.741176486,0.411764711,182.9230769,314.1266968,0,16,23,75,1,0,0
28,17,335,225.7820896,347.6507463,0.573298228,0.17265438,0.054925375,0.506994455,0.369095706,0.556862772,0.164705887,0.050980393,0.539215714,0.372549027,225.7820896,347.6507463,0,17,28,56,6,27,7
28,18,218,243.3577982,309.1972477,0.358733594,0.174203998,0.047256702,0.614858803,0.393434078,0.349019617,0.164705887,0.047058824,0.662745118,0.396078438,243.3577982,309.1972477,0,18,29,60,5,27,4
28,19,316,320.1772152,264.7341772,0.34152396,0.101762226,0.910225868,0.088719288,0.400620507,0.321568638,0.101960786,0.949019611,0.086274512,0.41568628,320.1772152,264.7341772,0,19,30,68,3,27,3
28,20,336,284.6994048,351.4761905,0.481069106,0.180333805,0.053384689,0.660410843,0.407399632,0.474509805,0.176470593,0.050980393,0.717647076,0.407843143,284.6994048,351.4761905,0,20,39,55,6,27,8
28,21,278,394.5539568,265.5143885,0.674707304,0.204866701,0.054112006,0.774001985,0.407278889,0.670588255,0.192156866,0.050980393,0.815686285,0.41568628,394.5539568,265.5143885,0,21,45,nan,3,27,6
29,1,401,171.159601,278.3491272,0.856016828,0.214542082,0.052144151,0.779717383,0.412273245,0.93921569,0.20784314,0.050980393,0.827450991,0.41568628,171.159601,278.3491272,0,1,1,61,5,28,11
29,2,374,326.6925134,320.4946524,0.235440921,0.123330191,0.044919788,0.541396683,0.396812421,0.223529413,0.117647059,0.043137256,0.564705908,0.396078438,326.6925134,320.4946524,0,2,2,69,4,28,8
29,3,402,151.2064677,250.221393,0.939947326,0.267895822,0.053331384,0.857116385,0.422124676,1,0.254901975,0.050980393,0.964705884,0.423529416,151.2064677,250.221393,0,3,3,71,3,28,2
29,4,342,305.3128655,316.4356725,0.286538249,0.161827776,0.046760694,0.703921582,0.400561868,0.278431386,0.164705887,0.043137256,0.741176486,0.403921574,305.3128655,316.4356725,0,4,6,59,6,28,6
29,5,255,207.7764706,304.2941176,0.55470974,0.188665903,0.051180317,0.4943791,0.40670512,0.529411793,0.176470593,0.047058824,0.501960814,0.413725495,207.7764706,304.2941176,0,5,7,67,4,28,3
29,6,207,176.6521739,254.4637681,0.777853568,0.204470973,0.168191726,0.455375592,0.407975756,0.796078444,0.192156866,0.145098045,0.452941179,0.407843143,176.6521739,254.4637681,0,6,8,57,7,28,1
29,7,283,225.8763251,348.1908127,0.589801164,0.167865313,0.051881107,0.521998214,0.367976174,0.568627477,0.164705887,0.047058824,0.529411793,0.368627459,225.8763251,348.1908127,0,7,11,56,7,28,17
29,8,252,196.3095238,271.6507937,0.709041408,0.174338629,0.0657174,0.50930596,0.410815444,0.678431392,0.164705887,0.062745102,0.521568656,0.400000006,196.3095238,271.6507937,0,8,12,62,5,28,7
29,9,306,330.9052288,350.7385621,0.537062683,0.208970914,0.056606435,0.90660003,0.411277722,0.525490224,0.20784314,0.050980393,0.988235295,0.400000006,330.9052288,350.7385621,0,9,13,74,3,28,15
29,10,348,319.9166667,118.2011494,0.975185938,0.324363316,0.050428219,0.744410649,0.438764935,1,0.329411775,0.047058824,0.768627465,0.43921569,319.9166667,118.2011494,0,10,14,70,3,28,14
29,11,368,284.8396739,330.1983696,0.409132577,0.177067354,0.053207589,0.724584413,0.434356356,0.400000006,0.176470593,0.050980393,0.741176486,0.431372553,284.8396739,330.1983696,0,11,15,65,4,28,12
29,12,310,162.5322581,299.4935484,0.862884258,0.287248585,0.0598735,0.842125245,0.417900069,0.945098042,0.282352954,0.054901961,0.905882359,0.41568628,162.5322581,299.4935484,0,12,16,76,1,0,0
29,13,229,354.371179,318.0829694,0.457145316,0.166983479,0.051322889,0.725935454,0.452846999,0.435294122,0.164705887,0.047058824,0.737254918,0.454901963,354.371179,318.0829694,0,13,17,77,1,0,0
29,14,206,373.0145631,300.1165049,0.337864087,0.136131738,0.057319629,0.01448696,0.420750053,0.313725501,0.117647059,0.050980393,0.011764706,0.423529416,373.0145631,300.1165049,0,14,21,44,11,28,9
29,15,335,285.038806,351.1701493,0.463225063,0.185718471,0.053731345,0.636546691,0.403582096,0.466666669,0.176470593,0.047058824,0.686274529,0.403921574,285.038806,351.1701493,0,15,22,55,7,28,20
29,16,207,270.6376812,254.9275362,0.107113766,0.626352198,0.055015631,0.020081463,0.433797486,0.107843138,0.611764729,0.054901961,0.019607844,0.435294122,270.6376812,254.9275362,0,16,24,nan,1,0,0
29,17,332,319.6506024,264.9939759,0.316347752,0.093905034,0.880321292,0.082175764,0.395499652,0.305882365,0.086274512,0.937254906,0.082352944,0.411764711,319.6506024,264.9939759,0,17,25,68,4,28,19
29,18,249,183.313253,313.248996,0.767745501,0.185510676,0.048570755,0.694227903,0.404425551,0.825490206,0.176470593,0.047058824,0.760784328,0.407843143,183.313253,313.248996,0,18,26,75,2,28,16
29,19,258,188.4534884,295.6511628,0.575421809,0.164842685,0.056117953,0.52076305,0.413543098,0.541176498,0.164705887,0.054901961,0.549019635,0.41568628,188.4534884,295.6511628,0,19,36,73,3,28,10
29,20,300,174.2966667,228.6233333,0.122588239,0.076078433,0.049045753,0.116549023,0.42576471,0.117647059,0.05882353,0.039215688,0.109803922,0.423529416,174.2966667,228.6233333,0,20,37,49,10,28,13
30,1,319,305.6489028,316.492163,0.265781555,0.156985683,0.046284346,0.660261862,0.397676569,0.262745112,0.149019614,0.043137256,0.701960802,0.396078438,305.6489028,316.492163,0,1,1,59,7,29,4
30,2,360,284.7416667,330.2472222,0.399313736,0.179575168,0.055468411,0.710174305,0.433028327,0.396078438,0.176470593,0.050980393,0.741176486,0.431372553,284.7416667,330.2472222,0,2,3,65,5,29,11
30,3,362,332.0055249,350.839779,0.499696688,0.190066087,0.05553028,0.85678692,0.408103139,0.490196079,0.192156866,0.050980393,0.933333337,0.396078438,332.0055249,350.839779,0,3,4,74,4,29,9
30,4,421,161.0617577,299.3420428,0.839783902,0.258422997,0.055619209,0.839169119,0.421536031,0.925490201,0.254901975,0.050980393,0.905882359,0.419607848,161.0617577,299.3420428,0,4,7,76,2,29,12
30,5,381,320.1391076,116.5223097,0.972723999,0.298430351,0.049199734,0.726890034,0.439658282,1,0.286274523,0.047058824,0.74313727,0.43921569,320.1391076,116.5223097,0,5,9,70,4,29,10
30,6,232,225.7155172,348.5172414,0.54477689,0.182910756,0.057369846,0.510142005,0.365855316,0.529411793,0.176470593,0.054901961,0.533333361,0.36470589,225.7155172,348.5172414,0,6,11,56,8,29,7
30,7,254,183.1968504,312.8818898,0.787911078,0.189331486,0.046734601,0.711208905,0.404492826,0.854901969,0.192156866,0.043137256,0.75686276,0.407843143,183.1968504,312.8818898,0,7,12,75,3,29,18
30,8,314,284.8343949,351.2420382,0.463057337,0.178681159,0.053752968,0.652778833,0.403372056,0.450980395,0.176470593,0.050980393,0.678431392,0.400000006,284.8343949,351.2420382,0,8,13,55,8,29,15
30,9,264,354.6212121,319.405303,0.453995853,0.161333932,0.050742723,0.664572207,0.457144989,0.431372553,0.164705887,0.047058824,0.678431392,0.458823532,354.6212121,319.405303,0,9,14,77,2,29,13
30,10,228,207.8508772,304.0964912,0.521276245,0.195407642,0.050309599,0.481802559,0.407292748,0.517647088,0.192156866,0.047058824,0.474509805,0.41568628,207.8508772,304.0964912,0,10,16,67,5,29,5
30,11,256,236.4414063,108.9414063,0.950765934,0.302328439,0.055897673,0.931709563,0.436335788,1,0.298039228,0.054901961,1,0.435294122,236.4414063,108.9414063,0,11,18,79,1,0,0
30,12,329,318.9331307,264.9118541,0.295023549,0.08811014,0.847905128,0.074331011,0.392979326,0.284313738,0.086274512,0.90196079,0.074509807,0.407843143,318.9331307,264.9118541,0,12,19,68,5,29,17
30,13,221,188.8642534,295.4932127,0.539632699,0.155975517,0.051832137,0.504622499,0.40931595,0.509803951,0.149019614,0.050980393,0.541176498,0.407843143,188.8642534,295.4932127,0,13,24,73,4,29,19
30,14,239,270.8200837,254.1338912,0.072786941,0.432947752,0.054130775,0.018262368,0.43150382,0.06666667,0.435294122,0.050980393,0.019607844,0.435294122,270.8200837,254.1338912,0,14,32,nan,2,29,16
30,15,347,171.0835735,277.778098,0.857399567,0.215053405,0.055433126,0.763564458,0.409730469,0.880392164,0.20784314,0.050980393,0.78039217,0.411764711,171.0835735,277.778098,0,15,41,61,6,29,1
30,16,364,326.8598901,320.5192308,0.233796602,0.124595996,0.043255765,0.549332059,0.395195007,0.23137255,0.117647059,0.039215688,0.552941203,0.392156869,326.8598901,320.5192308,0,16,45,69,5,29,2
30,17,444,149.9481982,251.0675676,0.937316732,0.258249433,0.053683096,0.827901438,0.423025972,1,0.254901975,0.050980393,0.921568632,0.423529416,149.9481982,251.0675676,0,17,46,71,4,29,3
31,10,309,235.7055016,107.9288026,0.936785332,0.286147606,0.051513422,0.904410184,0.43834,1,0.282352954,0.050980393,0.9627451,0.435294122,235.7055016,107.9288026,0,10,15,79,2,30,11
31,11,402,320.7263682,115.0522388,0.960618479,0.289844901,0.047117356,0.710106344,0.439283976,1,0.286274523,0.043137256,0.733333349,0.43921569,320.7263682,115.0522388,0,11,16,70,5,30,5
31,13,204,368.0147059,143.745098,0.964725108,0.341599394,0.055151866,0.833256449,0.451172629,1,0.329411775,0.054901961,0.862745106,0.450980395,368.0147059,143.745098,0,13,20,83,1,0,0
31,14,422,148.7914692,251.9312796,0.911718247,0.247439836,0.052773907,0.805148228,0.422897505,1,0.239215687,0.050980393,0.886274517,0.423529416,148.7914692,251.9312796,0,14,21,71,5,30,17
31,3,265,184.9773585,255.2,0.523995571,0.154938961,0.859075109,0.135390311,0.38614873,0.470588237,0.149019614,0.909803927,0.121568631,0.400000006,184.9773585,255.2,0,3,6,80,1,0,0
31,18,316,318.8924051,265.2025316,0.281236046,0.079672377,0.819781593,0.068813603,0.389141232,0.274509817,0.074509807,0.858823538,0.06666667,0.403921574,318.8924051,265.2025316,0,18,29,68,6,30,12
31,7,326,238.3282209,269.0613497,0.223036214,0.980283894,0.046048359,0.039215687,0.362997723,0.223529413,1,0.043137256,0.035294119,0.36470589,238.3282209,269.0613497,0,7,11,82,1,0,0
31,1,269,171.0483271,277.3866171,0.796603262,0.230760265,0.06491727,0.698491158,0.40752242,0.807843149,0.20784314,0.05882353,0.713725507,0.411764711,171.0483271,277.3866171,0,1,2,61,7,30,15
31,6,232,189.3232759,295.3103448,0.537643692,0.160513865,0.059161597,0.450524017,0.411714002,0.525490224,0.149019614,0.054901961,0.466666669,0.407843143,189.3232759,295.3103448,0,6,10,73,5,30,13
31,12,474,159.7827004,299.0654008,0.864507329,0.254091179,0.051989742,0.863183593,0.422222228,0.941176474,0.254901975,0.047058824,0.90196079,0.423529416,159.7827004,299.0654008,0,12,19,76,3,30,4
31,9,215,208.2093023,303.2930233,0.455959884,0.222289107,0.052366623,0.406183321,0.406092118,0.435294122,0.20784314,0.050980393,0.419607848,0.411764711,208.2093023,303.2930233,0,9,14,67,6,30,10
31,15,212,183.240566,313.3726415,0.82698854,0.182315951,0.046577878,0.74948207,0.402848692,0.870588243,0.176470593,0.043137256,0.768627465,0.403921574,183.240566,313.3726415,0,15,24,75,4,30,7
31,17,281,306.4377224,316.2562278,0.253576171,0.147330965,0.046989046,0.634763814,0.395966792,0.247058824,0.149019614,0.043137256,0.647058845,0.392156869,306.4377224,316.2562278,0,17,26,59,8,30,1
31,4,297,355.2053872,321.1380471,0.454703913,0.150802143,0.048207567,0.632257228,0.453885268,0.435294122,0.149019614,0.047058824,0.647058845,0.4627451,355.2053872,321.1380471,0,4,7,77,3,30,9
31,2,342,327.1812865,321.3040936,0.210388722,0.123988078,0.047334023,0.531429898,0.393808056,0.20784314,0.117647059,0.047058824,0.541176498,0.392156869,327.1812865,321.3040936,0,2,5,69,6,30,16
31,20,339,284.1327434,330.0442478,0.38665048,0.174226391,0.053479092,0.670310616,0.429776164,0.37843138,0.176470593,0.047058824,0.70588237,0.427450985,284.1327434,330.0442478,0,20,35,65,6,30,2
31,8,383,332.8120104,350.7519582,0.471182115,0.185450269,0.054502638,0.839174737,0.406133218,0.458823532,0.176470593,0.050980393,0.894117653,0.392156869,332.8120104,350.7519582,0,8,12,74,5,30,3
31,16,237,286.2995781,351.5780591,0.480218429,0.180425255,0.053296932,0.692860113,0.399404326,0.447058827,0.176470593,0.050980393,0.709803939,0.396078438,286.2995781,351.5780591,0,16,25,55,9,30,8
31,19,236,245.75,357.2457627,0.516068474,0.165021606,0.053904953,0.548919922,0.438102366,0.513725519,0.164705887,0.050980393,0.549019635,0.43921569,245.75,357.2457627,0,19,32,84,1,0,0
31,5,229,394.2532751,450.5327511,0.336330173,0.157667613,0.051631134,0.527630806,0.473293956,0.337254912,0.149019614,0.047058824,0.529411793,0.468627453,394.2532751,450.5327511,0,5,8,81,1,0,0
32,12,360,234.8888889,106.3944444,0.949248368,0.287222231,0.050871461,0.870479309,0.438278872,1,0.282352954,0.050980393,0.929411769,0.435294122,234.8888889,106.3944444,0,12,31,79,3,31,10
32,11,380,321.6789474,113.7684211,0.948070178,0.280712082,0.046769867,0.680825606,0.438988652,1,0.282352954,0.043137256,0.698039234,0.43921569,321.6789474,113.7684211,0,11,26,70,6,31,11
32,10,239,369.1380753,142.6401674,0.978505211,0.320633366,0.048732465,0.817704498,0.452391504,1,0.313725501,0.047058824,0.845098048,0.450980395,369.1380753,142.6401674,0,10,24,83,2,31,13
32,18,220,144.2,201.5454545,0.933868096,0.270035658,0.052566847,0.786880581,0.429037437,1,0.254901975,0.047058824,0.811764717,0.427450985,144.2,201.5454545,0,18,41,88,1,0,0
32,4,405,147.0790123,252.5777778,0.878208673,0.23192448,0.05214234,0.761394346,0.422725737,0.972549021,0.223529413,0.047058824,0.811764717,0.423529416,147.0790123,252.5777778,0,4,13,71,6,31,14
32,5,356,186.3595506,256.1601124,0.496331803,0.139061471,0.918274955,0.105056183,0.394976874,0.4627451,0.13333334,0.988235295,0.094117649,0.407843143,186.3595506,256.1601124,0,5,14,80,2,31,3
32,17,248,396.6653226,266.9072581,0.57321317,0.17229602,0.046315624,0.728874144,0.413440866,0.556862772,0.164705887,0.043137256,0.749019623,0.41568628,396.6653226,266.9072581,0,17,40,nan,1,0,0
32,20,276,320.7355072,268.3115942,0.251278779,0.074921855,0.76484798,0.06524581,0.372350107,0.239215687,0.074509807,0.772549033,0.06666667,0.384313732,320.7355072,268.3115942,0,20,44,68,7,31,18
32,1,298,238.5167785,268.614094,0.213475462,0.975852087,0.044992764,0.03312278,0.360481651,0.215686277,1,0.043137256,0.027450981,0.360784322,238.5167785,268.614094,0,1,8,82,2,31,7
32,3,528,158.3030303,299.4147727,0.852785213,0.243761148,0.05061646,0.852733222,0.421197272,0.886274517,0.239215687,0.047058824,0.909803927,0.423529416,158.3030303,299.4147727,0,3,12,76,4,31,12
32,16,275,395.4981818,309.3818182,0.526916235,0.222046351,0.062345813,0.55217114,0.433868098,0.505882382,0.223529413,0.05882353,0.549019635,0.443137258,395.4981818,309.3818182,0,16,38,86,1,0,0
32,14,234,306.9786325,315.8076923,0.262057993,0.155019277,0.045701359,0.661873654,0.391419481,0.262745112,0.149019614,0.043137256,0.686274529,0.388235301,306.9786325,315.8076923,0,14,34,59,9,31,17
32,9,286,327.2762238,321.3391608,0.187741675,0.129343209,0.049458386,0.477732087,0.392499664,0.184313729,0.117647059,0.047058824,0.498039216,0.392156869,327.2762238,321.3391608,0,9,22,69,7,31,2
32,2,295,355.5423729,322.4372881,0.43098705,0.145669661,0.046301098,0.584207394,0.452602203,0.403921574,0.149019614,0.043137256,0.603921592,0.460784316,355.5423729,322.4372881,0,2,10,77,4,31,4
32,13,325,283.9753846,331.2523077,0.378171955,0.172850683,0.0547451,0.684018114,0.430431378,0.376470596,0.164705887,0.050980393,0.703921586,0.427450985,283.9753846,331.2523077,0,13,33,65,7,31,20
32,8,241,312.6141079,343.2489627,0.302432682,0.155577255,0.05708242,0.495386882,0.392287046,0.290196091,0.156862751,0.054901961,0.486274511,0.388235301,312.6141079,343.2489627,0,8,18,85,1,0,0
32,6,421,333.2422803,350.4988124,0.428783021,0.174337483,0.04958316,0.805477164,0.403875002,0.419607848,0.164705887,0.047058824,0.858823538,0.392156869,333.2422803,350.4988124,0,6,16,74,6,31,8
32,15,205,286.2341463,351.9073171,0.456126268,0.167766624,0.052682929,0.694576772,0.396690586,0.443137258,0.164705887,0.050980393,0.721568644,0.392156869,286.2341463,351.9073171,0,15,36,55,10,31,16
32,19,253,246.3241107,357.3478261,0.484336989,0.155281722,0.049817873,0.520917633,0.430396039,0.458823532,0.149019614,0.047058824,0.543137282,0.427450985,246.3241107,357.3478261,0,19,42,84,2,31,19
32,7,272,394.7279412,450.8308824,0.323846607,0.14137832,0.048659171,0.510222047,0.464677056,0.31764707,0.13333334,0.043137256,0.517647088,0.4627451,394.7279412,450.8308824,0,7,17,81,2,31,5
33,14,392,234.1887755,104.8826531,0.94386755,0.297519015,0.049299721,0.834153669,0.439495802,1,0.298039228,0.043137256,0.898039222,0.43921569,234.1887755,104.8826531,0,14,21,79,4,32,12
33,6,325,321.6861538,111.8030769,0.939716444,0.2602715,0.043764707,0.656470601,0.438793367,1,0.254901975,0.043137256,0.678431392,0.43921569,321.6861538,111.8030769,0,6,8,70,7,32,11
33,13,291,372.0549828,142.5223368,0.97304764,0.30958831,0.047085777,0.742753196,0.451438586,1,0.301960796,0.043137256,0.75686276,0.450980395,372.0549828,142.5223368,0,13,20,83,3,32,10
33,12,283,143.5053004,200.7809187,0.933070052,0.266029246,0.053904249,0.763749751,0.424679558,1,0.266666681,0.050980393,0.796078444,0.423529416,143.5053004,200.7809187,0,12,19,88,2,32,18
33,3,300,145.37,253.3366667,0.850026152,0.222039222,0.054705884,0.714705892,0.422928109,0.909803927,0.223529413,0.050980393,0.749019623,0.423529416,145.37,253.3366667,0,3,4,71,7,32,4
33,11,366,187.1120219,256.7513661,0.476095586,0.129604632,0.940040719,0.094642668,0.393324768,0.443137258,0.13333334,1,0.094117649,0.403921574,187.1120219,256.7513661,0,11,17,80,3,32,5
33,18,276,317.5543478,265.5942029,0.242909924,0.071980678,0.753282196,0.063938621,0.384910492,0.239215687,0.074509807,0.749019623,0.05882353,0.400000006,317.5543478,265.5942029,0,18,34,68,8,32,20
33,19,255,397.3647059,265.6941176,0.54003846,0.163998466,0.043983085,0.663806243,0.41450212,0.513725519,0.149019614,0.039215688,0.694117665,0.419607848,397.3647059,265.6941176,0,19,40,nan,2,32,17
33,1,230,238.0869565,267.8521739,0.204194378,0.968917308,0.046308612,0.030980393,0.354475712,0.200000003,1,0.043137256,0.027450981,0.349019617,238.0869565,267.8521739,0,1,1,nan,3,32,1
33,4,223,249.690583,282.8699552,0.190486244,0.992455817,0.054286469,0.035997539,0.394548499,0.184313729,1,0.050980393,0.035294119,0.388235301,249.690583,282.8699552,0,4,5,nan,1,0,0
33,5,308,215.2337662,299.9058442,0.297109761,0.771530436,0.059078179,0.104596387,0.421263056,0.290196091,0.886274517,0.054901961,0.06666667,0.423529416,215.2337662,299.9058442,0,5,7,90,1,0,0
33,17,475,156.6694737,299.9642105,0.839711051,0.2352611,0.049874098,0.831603723,0.421936022,0.874509811,0.223529413,0.047058824,0.909803927,0.423529416,156.6694737,299.9642105,0,17,28,76,5,32,3
33,16,343,395.5014577,310.5131195,0.52512435,0.208940725,0.058926429,0.548104973,0.433350488,0.513725519,0.20784314,0.054901961,0.549019635,0.43921569,395.5014577,310.5131195,0,16,26,86,2,32,16
33,10,221,356.2714932,324.7511312,0.463916258,0.151557098,0.0496318,0.597356062,0.453251718,0.449019611,0.149019614,0.047058824,0.613725513,0.454901963,356.2714932,324.7511312,0,10,16,77,5,32,2
33,7,299,283.2240803,331.6521739,0.362751666,0.172378521,0.052790348,0.68404487,0.424434395,0.349019617,0.164705887,0.050980393,0.717647076,0.419607848,283.2240803,331.6521739,0,7,9,65,8,32,13
33,2,315,312.4793651,342.3460317,0.335026464,0.147363838,0.055748523,0.555281685,0.398593222,0.321568638,0.13333334,0.050980393,0.556862772,0.396078438,312.4793651,342.3460317,0,2,2,85,2,32,8
33,8,430,333.7790698,350.6651163,0.422024635,0.167250346,0.049831283,0.791664396,0.402279989,0.400000006,0.164705887,0.047058824,0.823529422,0.388235301,333.7790698,350.6651163,0,8,14,74,7,32,6
33,15,254,247.1102362,357.003937,0.463856736,0.144310641,0.052647832,0.512968982,0.422109009,0.450980395,0.149019614,0.047058824,0.533333361,0.41568628,247.1102362,357.003937,0,15,22,84,3,32,19
33,9,298,395.2718121,451.0167785,0.318515603,0.132820111,0.050296093,0.491498895,0.461192272,0.313725501,0.13333334,0.047058824,0.486274511,0.458823532,395.2718121,451.0167785,0,9,15,81,3,32,7
34,1,241,322.6514523,110.5767635,0.909624933,0.246765933,0.04458547,0.6032707,0.441640228,1,0.239215687,0.043137256,0.619607866,0.443137258,322.6514523,110.5767635,0,1,1,70,8,33,6
34,2,271,229.6199262,281.1512915,0.193444763,0.932653212,0.049157081,0.037045077,0.407611611,0.188235298,1,0.047058824,0.035294119,0.407843143,229.6199262,281.1512915,0,2,2,91,1,0,0
34,3,299,395.6421405,451.0802676,0.320047225,0.126644373,0.045314448,0.478772393,0.460331835,0.321568638,0.117647059,0.039215688,0.486274511,0.454901963,395.6421405,451.0802676,0,3,4,81,4,33,9
34,4,239,249.7029289,282.8619247,0.174813361,0.989876118,0.050488147,0.032668801,0.397128565,0.172549024,1,0.047058824,0.035294119,0.388235301,249.7029289,282.8619247,0,4,6,nan,2,33,4
34,5,348,187.3362069,257.0833333,0.462700035,0.122616636,0.938933968,0.084482761,0.386883036,0.43921569,0.117647059,1,0.082352944,0.396078438,187.3362069,257.0833333,0,5,8,80,4,33,11
34,6,314,216.7707006,299.6974522,0.311539912,0.935493946,0.056725367,0.059635321,0.41837143,0.298039228,1,0.054901961,0.050980393,0.423529416,216.7707006,299.6974522,0,6,10,90,2,33,5
34,7,234,228.7051282,319.542735,0.267521375,0.941075921,0.050460869,0.048382773,0.4125021,0.266666681,1,0.050980393,0.043137256,0.407843143,228.7051282,319.542735,0,7,11,92,1,0,0
34,8,396,395.9848485,311.1313131,0.509477138,0.19169143,0.055377304,0.513359097,0.433996836,0.498039216,0.176470593,0.050980393,0.525490224,0.443137258,395.9848485,311.1313131,0,8,13,86,3,33,16
34,9,217,210.7050691,354.2626728,0.584801677,0.175350145,0.055751334,0.547230523,0.40272884,0.564705908,0.164705887,0.050980393,0.564705908,0.403921574,210.7050691,354.2626728,0,9,15,93,1,0,0
34,10,398,233.7110553,103.5326633,0.953621049,0.290540948,0.04716721,0.814622139,0.437698299,1,0.282352954,0.043137256,0.87843138,0.435294122,233.7110553,103.5326633,0,10,16,79,5,33,14
34,11,308,373.2922078,141.5616883,0.933498858,0.281105177,0.046587727,0.705996958,0.44750446,1,0.282352954,0.043137256,0.709803939,0.447058827,373.2922078,141.5616883,0,11,18,83,4,33,13
34,12,386,334.1968912,350.8911917,0.432073567,0.160703042,0.048166211,0.784892827,0.399055174,0.411764711,0.149019614,0.043137256,0.815686285,0.384313732,334.1968912,350.8911917,0,12,19,74,8,33,8
34,13,212,233.1698113,368.3443396,0.495745481,0.179245288,0.057658159,0.565390325,0.411357756,0.482352942,0.176470593,0.050980393,0.572549045,0.411764711,233.1698113,368.3443396,0,13,20,94,1,0,0
34,14,202,305.4108911,388.009901,0.570452355,0.225296066,0.057794605,0.6943118,0.452863529,0.572549045,0.223529413,0.054901961,0.70588237,0.454901963,305.4108911,388.009901,0,14,22,95,1,0,0
34,15,232,247.75,356.3189655,0.457352954,0.144371201,0.051098717,0.529428684,0.417951327,0.447058827,0.149019614,0.050980393,0.545098066,0.403921574,247.75,356.3189655,0,15,23,84,4,33,15
34,16,397,154.5717884,300.4256927,0.867605085,0.229732807,0.048886256,0.833466695,0.420990769,0.909803927,0.223529413,0.047058824,0.892156869,0.423529416,154.5717884,300.4256927,0,16,24,76,6,33,17
34,17,247,282.8097166,332.4331984,0.336778607,0.175136942,0.054044615,0.628721138,0.42178297,0.313725501,0.17058824,0.050980393,0.662745118,0.423529416,282.8097166,332.4331984,0,17,25,65,9,33,7
34,18,348,311.8649425,341.8218391,0.328070777,0.145807982,0.053335589,0.563319828,0.397994147,0.313725501,0.149019614,0.050980393,0.572549045,0.400000006,311.8649425,341.8218391,0,18,26,85,3,33,2
34,19,225,405.1688889,210.7244444,0.753603498,0.233551205,0.052984751,0.675416138,0.442457522,0.764705896,0.223529413,0.047058824,0.670588255,0.43921569,405.1688889,210.7244444,0,19,27,96,1,0,0
34,20,343,142.1953353,200.8746356,0.916606647,0.250340143,0.050443036,0.73927858,0.424809929,1,0.239215687,0.047058824,0.768627465,0.423529416,142.1953353,200.8746356,0,20,33,88,3,33,12
34,21,229,316.7379913,265.1615721,0.225002147,0.069680625,0.724685348,0.060912751,0.387361938,0.223529413,0.074509807,0.727450997,0.05882353,0.396078438,316.7379913,265.1615721,0,21,36,68,9,33,18
