ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,Intensity_MeanIntensity_C0,Intensity_MeanIntensity_C1,Intensity_MeanIntensity_C2,Intensity_MeanIntensity_C3,Intensity_MeanIntensity_C4,Intensity_MedianIntensity_C0,Intensity_MedianIntensity_C1,Intensity_MedianIntensity_C2,Intensity_MedianIntensity_C3,Intensity_MedianIntensity_C4,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Objects_frame_edge_filtered,TrackObjects_Label_1,TrackObjects_Lifetime_1,TrackObjects_ParentImageNumber_1,TrackObjects_ParentObjectNumber_1
2,4,287,314.1986063,224.5783972,0.193960517,0.743157763,0.075671246,0.310227515,0.423078504,0.180392161,0.762745112,0.06666667,0.282352954,0.423529416,314.1986063,224.5783972,0,4,4,3,2,1,3
2,5,225,289.9688889,231.0711111,0.107189545,0.423773431,0.097324621,0.125176474,0.402457522,0.101960786,0.392156869,0.094117649,0.117647059,0.403921574,289.9688889,231.0711111,0,5,7,nan,2,1,6
2,6,240,267.325,192.5291667,0.035408498,0.80511439,0.075375819,0.04511438,0.426111117,0.035294119,0.800000012,0.062745102,0.043137256,0.427450985,267.325,192.5291667,0,6,8,nan,2,1,5
3,1,214,312.7570093,225.3411215,0.663936241,0.601979122,0.10351842,0.872255825,0.41885652,0.639215708,0.541176498,0.101960786,0.980392158,0.423529416,312.7570093,225.3411215,0,1,2,3,3,2,4
4,1,378,315.8333333,225.1005291,0.923021064,0.517335836,0.095860569,0.985714287,0.416225755,1,0.494117647,0.094117649,1,0.419607848,315.8333333,225.1005291,0,1,1,3,4,3,1
4,2,219,269.4657534,266.5068493,0.924469518,0.371653693,0.094977172,0.990921301,0.424514286,1,0.360784322,0.088235296,1,0.423529416,269.4657534,266.5068493,0,2,3,8,1,0,0
5,1,488,316.8934426,224.9303279,0.970090005,0.414127301,0.079218903,0.991385407,0.419334624,1,0.403921574,0.074509807,1,0.423529416,316.8934426,224.9303279,0,1,2,3,5,4,1
5,2,295,270.1016949,265.8644068,0.939780661,0.345456971,0.080119643,0.991704886,0.422878038,1,0.345098048,0.078431375,1,0.417647064,270.1016949,265.8644068,0,2,7,8,2,4,2
6,1,543,318.160221,224.3812155,0.927534037,0.357960505,0.070718234,0.957389955,0.419694513,1,0.345098048,0.06666667,1,0.419607848,318.160221,224.3812155,0,1,1,3,6,5,1
6,2,349,270.6676218,265.3237822,0.938670715,0.332243393,0.076229004,0.978167314,0.422416996,1,0.329411775,0.070588239,1,0.419607848,270.6676218,265.3237822,0,2,3,8,3,5,2
6,3,424,289.9599057,186.754717,0.930512396,0.530419916,0.07874584,0.849861271,0.41813726,1,0.498039216,0.074509807,1,0.423529416,289.9599057,186.754717,0,3,4,9,1,0,0
6,4,226,291.659292,231.3185841,0.905535316,0.31490544,0.070293252,0.920006945,0.399357981,1,0.313725501,0.06666667,1,0.396078438,291.659292,231.3185841,0,4,9,10,1,0,0
7,1,286,269.465035,193.4230769,0.944768959,0.319141651,0.069669548,0.783408758,0.41962156,1,0.301960796,0.06666667,0.811764717,0.423529416,269.465035,193.4230769,0,1,1,11,1,0,0
7,2,545,319.2587156,224.1889908,0.906781798,0.352797274,0.071178272,0.942421301,0.419499915,1,0.345098048,0.06666667,1,0.419607848,319.2587156,224.1889908,0,2,2,3,7,6,1
7,3,383,270.7467363,265.2219321,0.891076645,0.314759646,0.071407364,0.920514005,0.419966217,1,0.313725501,0.070588239,1,0.41568628,270.7467363,265.2219321,0,3,3,8,4,6,2
7,4,242,245.5702479,216.6446281,0.995624696,0.379403671,0.083163185,0.955858048,0.427985745,1,0.372549027,0.082352944,1,0.427450985,245.5702479,216.6446281,0,4,5,12,1,0,0
7,5,543,290.8103131,184.6813996,0.984400391,0.456613597,0.070999894,0.903405197,0.419008419,1,0.435294122,0.06666667,1,0.423529416,290.8103131,184.6813996,0,5,6,9,2,6,3
7,6,251,291.1394422,231.1115538,0.924224674,0.301679564,0.068916493,0.925037111,0.399406304,1,0.301960796,0.06666667,1,0.40196079,291.1394422,231.1115538,0,6,10,10,2,6,4
8,1,603,291.6898839,182.6882255,0.997320587,0.403206202,0.065860243,0.906701789,0.419458269,1,0.390196085,0.062745102,1,0.419607848,291.6898839,182.6882255,0,1,1,9,3,7,5
8,2,315,269.6603175,193.3301587,0.962813572,0.299657649,0.063703706,0.808403371,0.419221916,1,0.298039228,0.062745102,0.835294127,0.419607848,269.6603175,193.3301587,0,2,2,11,2,7,1
8,3,416,270.5552885,264.7259615,0.848887638,0.300348801,0.069372174,0.883135373,0.41841064,0.996078432,0.298039228,0.062745102,1,0.411764711,270.5552885,264.7259615,0,3,3,8,5,7,3
8,4,230,268.2217391,214.3086957,0.860102308,0.252378524,0.061994887,0.709207173,0.426206314,0.941176474,0.254901975,0.05882353,0.749019623,0.427450985,268.2217391,214.3086957,0,4,4,13,1,0,0
8,5,289,245.1522491,216.1522491,0.982088338,0.34771695,0.073329265,0.931881406,0.424045056,1,0.345098048,0.070588239,1,0.423529416,245.1522491,216.1522491,0,5,5,12,2,7,4
8,6,261,291.1609195,230.3793103,0.917061082,0.299136061,0.066516417,0.920411694,0.402704537,1,0.286274523,0.062745102,1,0.403921574,291.1609195,230.3793103,0,6,6,10,3,7,6
8,7,489,320.7321063,224.4907975,0.937471433,0.361169262,0.071927505,0.948105379,0.419134694,1,0.345098048,0.062745102,1,0.419607848,320.7321063,224.4907975,0,7,7,3,8,7,2
8,8,222,332.2207207,255.0720721,0.938279459,0.302950017,0.071524468,0.839533658,0.410828481,1,0.298039228,0.070588239,0.937254906,0.407843143,332.2207207,255.0720721,0,8,8,14,1,0,0
8,9,216,323.6712963,274.7546296,0.729684107,0.29655048,0.080410314,0.846986206,0.416939005,0.733333349,0.286274523,0.074509807,1,0.411764711,323.6712963,274.7546296,0,9,11,15,1,0,0
9,1,613,292.0342577,180.7275693,0.99593769,0.37499921,0.06493299,0.93717174,0.419966099,1,0.372549027,0.060784316,1,0.419607848,292.0342577,180.7275693,0,1,1,9,4,8,1
9,2,418,271.1818182,264.3373206,0.861187735,0.296247311,0.066722959,0.909362983,0.416821471,0.996078432,0.286274523,0.062745102,1,0.411764711,271.1818182,264.3373206,0,2,2,8,6,8,3
9,3,324,269.2345679,193.7993827,0.932219805,0.288513685,0.064439605,0.777390471,0.415649969,1,0.282352954,0.05882353,0.843137264,0.419607848,269.2345679,193.7993827,0,3,3,11,3,8,2
9,4,342,322.7631579,225.2573099,0.894415783,0.324618745,0.074991402,0.86617361,0.421064103,1,0.313725501,0.070588239,1,0.419607848,322.7631579,225.2573099,0,4,4,3,9,8,7
9,5,200,261.995,290.695,0.753666678,0.333333342,0.089196081,0.998019608,0.385078438,0.760784328,0.313725501,0.086274512,1,0.384313732,261.995,290.695,0,5,5,16,1,0,0
9,6,331,244.9274924,216.0483384,0.95945738,0.320608977,0.068301643,0.900752329,0.423138446,1,0.313725501,0.062745102,1,0.423529416,244.9274924,216.0483384,0,6,6,12,3,8,5
9,7,282,323.7234043,274.6914894,0.727103334,0.276095127,0.076776528,0.839591161,0.417104721,0.737254918,0.270588249,0.074509807,0.960784316,0.411764711,323.7234043,274.6914894,0,7,8,15,2,8,9
9,8,258,291.3875969,229.8992248,0.890864878,0.268171463,0.065754676,0.870725039,0.399924008,1,0.266666681,0.062745102,0.972549021,0.403921574,291.3875969,229.8992248,0,8,9,10,4,8,6
9,9,231,267.8658009,214.2770563,0.791732459,0.221305498,0.059298873,0.65544522,0.423105004,0.874509811,0.211764708,0.054901961,0.717647076,0.427450985,267.8658009,214.2770563,0,9,12,13,2,8,4
9,10,277,332.2202166,254.6101083,0.877511154,0.275175203,0.069356553,0.79398316,0.408876625,1,0.266666681,0.06666667,0.884313732,0.411764711,332.2202166,254.6101083,0,10,13,14,2,8,8
9,11,205,311.2487805,252.3902439,0.818154002,0.312730759,0.074184603,0.998986131,0.422190346,0.884313732,0.313725501,0.070588239,1,0.423529416,311.2487805,252.3902439,0,11,14,17,1,0,0
9,12,237,310.6708861,293.3080169,0.819127997,0.291221982,0.082005463,0.802779854,0.430313565,0.886274517,0.282352954,0.078431375,0.880392164,0.431372553,310.6708861,293.3080169,0,12,15,18,1,0,0
10,1,531,292.1939736,179.2881356,0.996011964,0.356153769,0.061888411,0.921576017,0.41747351,1,0.345098048,0.054901961,1,0.41568628,292.1939736,179.2881356,0,1,1,9,5,9,1
10,2,344,245.0145349,216.002907,0.949908803,0.304274974,0.066244872,0.891438673,0.417042869,1,0.298039228,0.062745102,1,0.41568628,245.0145349,216.002907,0,2,3,12,4,9,6
10,3,328,324.2012195,274.2103659,0.784433295,0.272190347,0.073170734,0.892790536,0.413582025,0.815686285,0.266666681,0.06666667,0.992156863,0.411764711,324.2012195,274.2103659,0,3,4,15,3,9,7
10,4,399,271.5964912,264.4862155,0.877615614,0.304447402,0.068190085,0.963693549,0.413553497,0.950980395,0.301960796,0.062745102,1,0.407843143,271.5964912,264.4862155,0,4,5,8,7,9,2
10,5,267,261.9550562,291.0449438,0.752794311,0.314166125,0.077976062,0.99679812,0.38942499,0.78039217,0.313725501,0.074509807,1,0.388235301,261.9550562,291.0449438,0,5,6,16,2,9,5
10,6,272,310.6397059,252.0257353,0.733347761,0.305767021,0.071352366,0.992142446,0.414763559,0.75686276,0.298039228,0.06666667,1,0.41568628,310.6397059,252.0257353,0,6,9,17,2,9,11
10,7,236,291.0084746,229.8559322,0.802093727,0.245164514,0.063542707,0.787554012,0.403556006,0.866666675,0.239215687,0.05882353,0.87843138,0.403921574,291.0084746,229.8559322,0,7,11,10,5,9,8
10,8,297,332.2188552,254.0707071,0.849818451,0.251376517,0.063695783,0.797913784,0.408305281,1,0.239215687,0.062745102,0.917647064,0.407843143,332.2188552,254.0707071,0,8,15,14,3,9,10
10,9,271,311.0738007,293.4612546,0.764792716,0.265320896,0.075406992,0.783995378,0.427233924,0.78039217,0.254901975,0.070588239,0.84117648,0.435294122,311.0738007,293.4612546,0,9,16,18,2,9,12
10,10,313,268.798722,194.1693291,0.913011341,0.277629525,0.064361337,0.753016359,0.415210179,1,0.270588249,0.05882353,0.815686285,0.419607848,268.798722,194.1693291,0,10,17,11,4,9,3
10,11,301,322.4651163,224.3853821,0.327965612,0.124708491,0.04285063,0.312748363,0.420337442,0.274509817,0.101960786,0.039215688,0.296078444,0.419607848,322.4651163,224.3853821,0,11,18,3,10,9,4
10,12,226,267.659292,214.300885,0.751292739,0.205431205,0.051847997,0.627277472,0.428006251,0.800000012,0.192156866,0.047058824,0.674509823,0.427450985,267.659292,214.300885,0,12,19,13,3,9,9
11,1,281,268.6014235,193.9039146,0.900467521,0.282967002,0.060023726,0.681627253,0.413369624,1,0.282352954,0.054901961,0.717647076,0.419607848,268.6014235,193.9039146,0,1,1,11,5,10,10
11,2,233,255.4592275,174.7896996,0.966776068,0.317950021,0.077505682,0.891744515,0.429134063,1,0.313725501,0.074509807,0.925490201,0.435294122,255.4592275,174.7896996,0,2,2,19,1,0,0
11,3,311,331.8327974,253.8488746,0.848281955,0.249315939,0.064535655,0.79935692,0.406090416,0.980392158,0.239215687,0.062745102,0.898039222,0.411764711,331.8327974,253.8488746,0,3,4,14,4,10,8
11,4,284,323.2711268,224.6514085,0.117978462,0.051477493,0.032629109,0.125766366,0.418765539,0.109803922,0.043137256,0.027450981,0.117647059,0.419607848,323.2711268,224.6514085,0,4,6,3,11,10,11
11,5,358,245.1620112,215.9832402,0.953488884,0.293307051,0.064432032,0.883557898,0.413287332,1,0.286274523,0.062745102,0.988235295,0.41568628,245.1620112,215.9832402,0,5,9,12,5,10,2
11,6,294,261.9455782,291.1870748,0.76453249,0.302027486,0.069347741,0.987875151,0.389369088,0.768627465,0.298039228,0.06666667,1,0.388235301,261.9455782,291.1870748,0,6,10,16,3,10,5
11,7,323,324.4891641,274.123839,0.805026417,0.257997944,0.070102594,0.911442972,0.415067086,0.815686285,0.254901975,0.070588239,0.968627453,0.41568628,324.4891641,274.123839,0,7,11,15,4,10,3
11,8,419,292.4295943,177.7016706,0.973447519,0.356404145,0.061940196,0.827563298,0.417296088,1,0.356862754,0.05882353,0.994117647,0.419607848,292.4295943,177.7016706,0,8,12,9,6,10,1
11,9,358,271.3519553,264.1480447,0.865176915,0.302508498,0.071574107,0.974093549,0.407153035,0.980392158,0.298039228,0.070588239,1,0.403921574,271.3519553,264.1480447,0,9,13,8,8,10,4
11,10,301,310.2890365,251.7408638,0.734948873,0.282587461,0.069233277,0.98011856,0.409719243,0.75686276,0.282352954,0.06666667,1,0.409803927,310.2890365,251.7408638,0,10,14,17,3,10,6
11,11,203,216.9408867,232.1428571,0.973128563,0.33124699,0.075340483,0.980141023,0.435989576,1,0.329411775,0.074509807,1,0.435294122,216.9408867,232.1428571,0,11,15,20,1,0,0
11,12,285,311.6385965,293.6912281,0.779951851,0.254186454,0.075156521,0.820130728,0.424864126,0.813725501,0.254901975,0.070588239,0.852941185,0.427450985,311.6385965,293.6912281,0,12,17,18,3,10,9
11,13,231,271.9264069,234.2121212,0.645496999,0.194312882,0.060402345,0.547814293,0.420269934,0.619607866,0.192156866,0.05882353,0.556862772,0.427450985,271.9264069,234.2121212,0,13,18,21,1,0,0
11,14,217,266.9170507,214.3410138,0.79969279,0.206831125,0.053889945,0.68043735,0.428209998,0.84117648,0.196078435,0.050980393,0.692156881,0.427450985,266.9170507,214.3410138,0,14,20,13,4,10,12
12,1,336,271.8660714,264.5357143,0.817833808,0.299801595,0.068090571,0.933239967,0.406979464,0.874509811,0.298039228,0.062745102,1,0.403921574,271.8660714,264.5357143,0,1,1,8,9,11,9
12,2,359,245.5431755,215.9275766,0.935146652,0.281566451,0.066928835,0.881129504,0.408269163,1,0.270588249,0.06666667,0.988235295,0.403921574,245.5431755,215.9275766,0,2,2,12,6,11,5
12,3,295,348.9966102,280.1254237,0.906015292,0.321821211,0.074363578,0.958245267,0.428514461,1,0.313725501,0.070588239,1,0.427450985,348.9966102,280.1254237,0,3,3,22,1,0,0
12,4,243,217.2962963,232.1193416,0.963479386,0.316598088,0.074784154,0.949423064,0.429468255,1,0.313725501,0.070588239,1,0.431372553,217.2962963,232.1193416,0,4,4,20,2,11,11
12,5,317,324.6088328,273.9179811,0.808003968,0.252489647,0.064872891,0.886583787,0.413880133,0.829411775,0.254901975,0.062745102,0.990196079,0.41568628,324.6088328,273.9179811,0,5,5,15,5,11,7
12,6,208,268.2307692,194.0528846,0.874679493,0.263216448,0.062500002,0.582484929,0.411161394,1,0.254901975,0.05882353,0.607843161,0.41568628,268.2307692,194.0528846,0,6,6,11,6,11,1
12,7,307,261.47557,291.8273616,0.735019491,0.290387694,0.068122886,0.941406403,0.391186058,0.733333349,0.282352954,0.062745102,1,0.388235301,261.47557,291.8273616,0,7,7,16,4,11,6
12,8,294,331.7959184,254.0646259,0.845138063,0.245391497,0.060117382,0.815752976,0.403081238,0.909803927,0.239215687,0.054901961,0.882352948,0.407843143,331.7959184,254.0646259,0,8,9,14,5,11,3
12,9,282,255.4397163,174.1914894,0.951175082,0.292129059,0.06930886,0.866708393,0.42695036,1,0.282352954,0.06666667,0.894117653,0.431372553,255.4397163,174.1914894,0,9,10,19,2,11,2
12,10,303,312.1419142,293.660066,0.789167162,0.254190132,0.073733258,0.843874984,0.42008672,0.813725501,0.239215687,0.070588239,0.874509811,0.419607848,312.1419142,293.660066,0,10,11,18,4,11,12
12,11,208,293.0721154,174.0144231,0.937801663,0.303261696,0.063989444,0.633389905,0.415761694,1,0.313725501,0.05882353,0.611764729,0.41568628,293.0721154,174.0144231,0,11,13,9,7,11,8
12,12,227,271.8986784,234.1762115,0.605994656,0.179200143,0.056301288,0.514019192,0.420437081,0.564705908,0.176470593,0.054901961,0.535294145,0.423529416,271.8986784,234.1762115,0,12,14,21,2,11,13
12,13,310,309.8258065,251.7806452,0.689576226,0.265009495,0.066072108,0.931979761,0.40936117,0.713725507,0.254901975,0.062745102,1,0.411764711,309.8258065,251.7806452,0,13,20,17,4,11,10
12,14,205,311.1512195,493.7365854,0.861941662,0.191372554,0.056394071,0.895361075,0.428311819,0.919607848,0.180392161,0.054901961,1,0.419607848,311.1512195,493.7365854,0,14,21,23,1,0,0
13,1,354,245.6694915,216.1949153,0.923119534,0.275019394,0.062734022,0.853583699,0.406336552,1,0.266666681,0.05882353,0.945098042,0.407843143,245.6694915,216.1949153,0,1,2,12,7,12,2
13,2,298,255.238255,173.3154362,0.935846825,0.278589296,0.068087908,0.814949344,0.424450591,1,0.270588249,0.06666667,0.858823538,0.431372553,255.238255,173.3154362,0,2,4,19,3,12,9
13,3,261,332.0804598,254.2452107,0.850875224,0.239516196,0.064728422,0.832469394,0.402719561,0.907843143,0.239215687,0.062745102,0.888235301,0.409803927,332.0804598,254.2452107,0,3,5,14,6,12,8
13,4,329,349.2340426,280.4133739,0.872852978,0.288241262,0.069253235,0.950128138,0.425603437,0.970588237,0.282352954,0.062745102,1,0.427450985,349.2340426,280.4133739,0,4,6,22,2,12,3
13,5,270,217.1925926,232.2,0.930167034,0.293275243,0.066608571,0.892563548,0.422280326,1,0.282352954,0.062745102,1,0.423529416,217.1925926,232.2,0,5,8,20,3,12,4
13,6,267,312.7752809,294.1610487,0.759653384,0.250216649,0.074950432,0.82098848,0.417492845,0.772549033,0.254901975,0.072549023,0.850980401,0.419607848,312.7752809,294.1610487,0,6,11,18,5,12,10
13,7,262,271.2633588,263.5725191,0.862535556,0.319203721,0.066262537,0.942418802,0.400119749,0.933333337,0.313725501,0.062745102,1,0.396078438,271.2633588,263.5725191,0,7,12,8,10,12,1
13,8,263,324.6844106,273.4752852,0.798896602,0.235666897,0.066994708,0.88308358,0.421009475,0.831372559,0.223529413,0.062745102,0.984313726,0.423529416,324.6844106,273.4752852,0,8,13,15,6,12,5
13,9,264,262.1742424,293.2045455,0.695053486,0.268894838,0.064795011,0.894667264,0.387032092,0.690196097,0.266666681,0.05882353,1,0.388235301,262.1742424,293.2045455,0,9,15,16,5,12,7
13,10,205,309.2195122,496.3463415,0.855418467,0.194069829,0.058842661,0.883328555,0.449679588,0.903921574,0.192156866,0.054901961,1,0.435294122,309.2195122,496.3463415,0,10,17,23,2,12,14
13,11,211,407.7488152,484.6824645,0.72519284,0.210073419,0.063377011,0.900696967,0.449121835,0.717647076,0.20784314,0.062745102,1,0.443137258,407.7488152,484.6824645,0,11,18,nan,1,0,0
13,12,236,271.8855932,234.1398305,0.563592567,0.175573285,0.054536393,0.488035907,0.415104692,0.509803951,0.164705887,0.050980393,0.498039216,0.419607848,271.8855932,234.1398305,0,12,19,21,3,12,12
13,13,282,309.5815603,252.3085106,0.60753721,0.244583514,0.063259632,0.883479352,0.407008767,0.607843161,0.239215687,0.05882353,1,0.411764711,309.5815603,252.3085106,0,13,21,17,5,12,13
13,14,237,283.3122363,278.628692,0.642740145,0.24836602,0.062910567,0.964060563,0.412161833,0.62156865,0.239215687,0.05882353,1,0.423529416,283.3122363,278.628692,0,14,22,25,1,0,0
13,15,233,293.9957082,175.3862661,0.363106969,0.111655309,0.036303965,0.180863423,0.416813941,0.329411775,0.086274512,0.035294119,0.172549024,0.41568628,293.9957082,175.3862661,0,15,25,9,8,12,11
14,1,321,254.635514,172.2834891,0.93179403,0.272323018,0.064809726,0.757730142,0.419326864,1,0.254901975,0.05882353,0.811764717,0.423529416,254.635514,172.2834891,0,1,2,19,4,13,2
14,2,220,325.2590909,273.5090909,0.82919787,0.25219252,0.066363638,0.88739751,0.423743322,0.866666675,0.239215687,0.062745102,0.956862748,0.423529416,325.2590909,273.5090909,0,2,4,15,7,13,8
14,3,204,270.8627451,263.4019608,0.838542877,0.325259524,0.066378318,0.916955021,0.396559022,0.882352948,0.313725501,0.062745102,1,0.392156869,270.8627451,263.4019608,0,3,5,8,11,13,7
14,4,287,216.7909408,231.8536585,0.905909686,0.283295765,0.06595614,0.870738544,0.421165545,1,0.282352954,0.062745102,1,0.423529416,216.7909408,231.8536585,0,4,6,20,4,13,5
14,5,215,292.3023256,299.972093,0.630168733,0.272722306,0.072175105,0.985937073,0.406238036,0.617647082,0.266666681,0.070588239,1,0.411764711,292.3023256,299.972093,0,5,7,26,1,0,0
14,6,232,256.1810345,328.112069,0.707944569,0.324306974,0.083299529,0.978837053,0.442410417,0.713725507,0.301960796,0.078431375,1,0.447058827,256.1810345,328.112069,0,6,9,27,1,0,0
14,7,229,313.0786026,294.1746725,0.766760864,0.248617184,0.070896483,0.788115432,0.416799389,0.784313738,0.254901975,0.06666667,0.809803933,0.41568628,313.0786026,294.1746725,0,7,11,18,6,13,6
14,8,270,283.3333333,278.062963,0.649862031,0.238794487,0.060827889,0.967480031,0.410980399,0.643137276,0.239215687,0.05882353,1,0.419607848,283.3333333,278.062963,0,8,12,25,2,13,14
14,9,305,261.304918,292.8885246,0.690221803,0.271076832,0.065059468,0.916515593,0.389302482,0.676470608,0.254901975,0.062745102,1,0.388235301,261.304918,292.8885246,0,9,14,16,6,13,9
14,10,205,408.1804878,483.1219512,0.718660941,0.208799623,0.063739839,0.900621717,0.453046398,0.713725507,0.20784314,0.062745102,1,0.450980395,408.1804878,483.1219512,0,10,18,nan,2,13,11
14,11,240,271.1541667,234.4541667,0.51643792,0.175866018,0.048790851,0.464656876,0.413088242,0.478431374,0.164705887,0.047058824,0.482352942,0.423529416,271.1541667,234.4541667,0,11,21,21,4,13,12
14,12,229,309.2008734,493.1615721,0.859953771,0.18780718,0.053788853,0.907063965,0.447880822,0.900000006,0.192156866,0.050980393,1,0.431372553,309.2008734,493.1615721,0,12,22,23,3,13,10
14,13,235,294.1148936,176.1957447,0.150321239,0.053233209,0.02826867,0.076595747,0.413833964,0.149019614,0.05882353,0.023529412,0.074509807,0.411764711,294.1148936,176.1957447,0,13,23,9,9,13,15
14,14,259,309.4787645,251.3243243,0.612945729,0.243697486,0.06097358,0.875766526,0.406177612,0.641176492,0.254901975,0.05882353,1,0.411764711,309.4787645,251.3243243,0,14,24,17,6,13,13
14,15,233,215.0128755,207.3519313,0.953580748,0.295514609,0.071816883,0.89911639,0.418564341,1,0.286274523,0.070588239,0.986274511,0.41568628,215.0128755,207.3519313,0,15,27,28,1,0,0
14,16,347,245.8011527,216.3487032,0.895078267,0.263897843,0.065852971,0.793614744,0.403842466,1,0.254901975,0.05882353,0.874509811,0.400000006,245.8011527,216.3487032,0,16,28,12,8,13,1
14,17,357,349.1036415,280.1344538,0.84531225,0.27232384,0.061328062,0.907848633,0.425726373,0.913725495,0.266666681,0.05882353,1,0.427450985,349.1036415,280.1344538,0,17,30,22,3,13,4
15,1,300,260.9366667,292.72,0.695542496,0.279568636,0.066941178,0.948496735,0.392339876,0.694117665,0.282352954,0.062745102,1,0.388235301,260.9366667,292.72,0,1,1,16,7,14,9
15,2,252,214.6507937,207.3055556,0.902023036,0.276439473,0.063040774,0.818814199,0.414223472,1,0.270588249,0.05882353,0.909803927,0.411764711,214.6507937,207.3055556,0,2,2,28,2,14,15
15,3,283,246.6713781,216.4734982,0.868357244,0.242333548,0.06076353,0.782678593,0.396244723,0.949019611,0.239215687,0.05882353,0.837254912,0.392156869,246.6713781,216.4734982,0,3,7,12,9,14,16
15,4,288,255.9201389,328.375,0.647698814,0.297862209,0.075095318,0.987554467,0.440373099,0.631372571,0.298039228,0.070588239,1,0.447058827,255.9201389,328.375,0,4,9,27,2,14,6
15,5,267,292.2247191,299.6217228,0.624043489,0.245325703,0.064771978,0.966600575,0.402320634,0.605882376,0.239215687,0.05882353,1,0.411764711,292.2247191,299.6217228,0,5,11,26,2,14,5
15,6,321,283.1962617,277.5950156,0.664883037,0.238287222,0.058762447,0.956300778,0.410579691,0.662745118,0.223529413,0.054901961,1,0.41568628,283.1962617,277.5950156,0,6,12,25,3,14,8
15,7,281,217.2099644,232.3558719,0.904054154,0.253283099,0.061237878,0.864712865,0.416565493,1,0.254901975,0.05882353,1,0.419607848,217.2099644,232.3558719,0,7,13,20,5,14,4
15,8,225,257.3377778,266.5466667,0.540636179,0.247633995,0.066666669,0.79525927,0.41221787,0.521568656,0.239215687,0.06666667,0.825490206,0.41568628,257.3377778,266.5466667,0,8,15,29,1,0,0
15,9,260,235.3576923,254.3961538,0.515173468,0.222036205,0.064690801,0.819607852,0.39093515,0.509803951,0.223529413,0.062745102,0.87843138,0.392156869,235.3576923,254.3961538,0,9,16,nan,1,0,0
15,10,344,349.0116279,279.9709302,0.825182406,0.256520755,0.065902875,0.872138627,0.4255358,0.917647064,0.254901975,0.062745102,1,0.427450985,349.0116279,279.9709302,0,10,18,22,4,14,17
15,11,222,308.2027027,493.4774775,0.857516348,0.194099988,0.053965732,0.912047345,0.450803756,0.882352948,0.192156866,0.050980393,1,0.43921569,308.2027027,493.4774775,0,11,19,23,4,14,12
15,12,300,254.1733333,170.7466667,0.908339873,0.255712426,0.05922876,0.720261448,0.415816999,1,0.254901975,0.054901961,0.784313738,0.419607848,254.1733333,170.7466667,0,12,24,19,5,14,1
