ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,Intensity_MeanIntensity_C0,Intensity_MeanIntensity_C1,Intensity_MeanIntensity_C2,Intensity_MeanIntensity_C3,Intensity_MeanIntensity_C4,Intensity_MedianIntensity_C0,Intensity_MedianIntensity_C1,Intensity_MedianIntensity_C2,Intensity_MedianIntensity_C3,Intensity_MedianIntensity_C4,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Objects_frame_edge_filtered,TrackObjects_Label_1,TrackObjects_Lifetime_1,TrackObjects_ParentImageNumber_1,TrackObjects_ParentObjectNumber_1
43,8,344,146.375,372.4796511627907,0.32071364276804204,0.11289329984398602,0.05392157013235657,0.3970360330977412,0.4212950357170992,0.2980392277240753,0.11764705926179886,0.05098039284348488,0.3960784375667572,0.4274509847164154,146.375,372.4796511627907,0,8,13,108.0,9,42.0,27
43,9,296,183.4560810810811,114.84797297297297,0.7084260854769397,0.175768420169432,0.042792793973726595,0.5272920143765372,0.42213832103722804,0.7098039388656616,0.16470588743686676,0.03921568766236305,0.5490196347236633,0.4274509847164154,183.4560810810811,114.84797297297297,0,9,15,119.0,6,42.0,13
43,10,313,272.38658146964855,320.93610223642173,0.08386894918609256,0.07549959452995382,0.036847711463396354,0.19338470670028615,0.4043099731682969,0.08039215952157974,0.07450980693101883,0.03529411926865578,0.20000000298023224,0.4058823585510254,272.38658146964855,320.93610223642173,0,10,16,nan,21,42.0,19
43,11,230,109.7695652173913,306.3086956521739,0.5877238010582717,0.17819267274083003,0.050502985298795544,0.7895481773044752,0.42818414931711946,0.5803921818733215,0.1764705926179886,0.0470588244497776,0.8313725590705872,0.4274509847164154,109.7695652173913,306.3086956521739,0,11,17,133.0,2,42.0,20
43,12,255,321.8078431372549,367.21176470588233,0.15657055403525924,0.11486351710251148,0.04262975898808708,0.5439446538686752,0.41828528210228566,0.14901961386203766,0.11764705926179886,0.03921568766236305,0.5607843399047852,0.4117647111415863,321.8078431372549,367.21176470588233,0,12,19,112.0,8,42.0,14
43,13,208,314.9951923076923,117.79807692307692,0.36108598220520294,0.1356900488742842,0.04117647193085689,0.5017345547676086,0.43261690050936663,0.3607843220233917,0.13333334028720856,0.03921568766236305,0.5058823823928833,0.43529412150382996,314.9951923076923,117.79807692307692,0,13,21,nan,3,42.0,6
43,14,420,299.747619047619,417.6904761904762,0.3117553768502105,0.13334267386900528,0.04655462321825325,0.32341737452717056,0.41428572003330505,0.2980392277240753,0.13333334028720856,0.04313725605607033,0.3294117748737335,0.4274509847164154,299.747619047619,417.6904761904762,0,14,22,125.0,4,42.0,12
43,15,296,389.77702702702703,328.7668918918919,0.23901696425132654,0.12078696664271725,0.04275304849913998,0.4420906323939562,0.45007949896358157,0.23137255012989044,0.11764705926179886,0.03921568766236305,0.4431372582912445,0.4470588266849518,389.77702702702703,328.7668918918919,0,15,25,122.0,5,42.0,21
43,16,545,345.6238532110092,386.1761467889908,0.2569095231934425,0.14024105438740428,0.04864903904600154,0.4782874748794311,0.42861666400498205,0.2549019753932953,0.13333334028720856,0.045098040252923965,0.48235294222831726,0.4274509847164154,345.6238532110092,386.1761467889908,0,16,28,93.0,12,42.0,3
43,17,283,215.86925795053003,371.1201413427562,0.1751541654865649,0.09877364619473791,0.04132197180585179,0.36753274518799023,0.42476270192503507,0.16862745583057404,0.08627451211214066,0.03921568766236305,0.3745098114013672,0.42352941632270813,215.86925795053003,371.1201413427562,0,17,30,126.0,4,42.0,9
43,18,292,99.43493150684931,221.1541095890411,0.6468708196221149,0.16247650165723204,0.04652162372096352,0.4715552117726574,0.42158206225666284,0.6470588445663452,0.14901961386203766,0.04313725605607033,0.4901960790157318,0.4274509847164154,99.43493150684931,221.1541095890411,0,18,31,nan,1,0.0,0
43,19,1038,336.2485549132948,417.26685934489404,0.43907591032657434,0.15320564091909022,0.047901319951780846,0.5114927055576174,0.38644830573902883,0.40784314274787903,0.14901961386203766,0.0470588244497776,0.5372549295425415,0.3803921639919281,336.2485549132948,417.26685934489404,0,19,32,120.0,6,42.0,24
43,20,243,196.4320987654321,361.05349794238685,0.12284354391841242,0.0932461899195495,0.04384733455968492,0.25874284593534075,0.4240296991396343,0.11764705926179886,0.08627451211214066,0.03921568766236305,0.2549019753932953,0.4274509847164154,196.4320987654321,361.05349794238685,0,20,35,137.0,1,0.0,0
43,21,255,366.11764705882354,318.721568627451,0.1050826635686498,0.05837754834370286,0.4103960122547898,0.047043446115418976,0.4130719006061554,0.09607843309640884,0.05882352963089943,0.4000000059604645,0.04313725605607033,0.4156862795352936,366.11764705882354,318.721568627451,0,21,38,118.0,6,42.0,2
43,22,211,421.0,260.38862559241704,0.47843138569904164,0.15249512528214976,0.04380633901380956,0.5323668966219889,0.43743147019526407,0.46078431606292725,0.14901961386203766,0.03921568766236305,0.545098066329956,0.43921568989753723,421.0,260.38862559241704,0,22,40,115.0,7,42.0,15
43,23,342,250.57602339181287,334.0204678362573,0.09180140145101219,0.08534571937998833,0.03378053077589176,0.33118909122476803,0.39294806279634176,0.08627451211214066,0.07450980693101883,0.0313725508749485,0.3294117748737335,0.3960784375667572,250.57602339181287,334.0204678362573,0,23,42,67.0,18,42.0,11
43,24,242,303.07438016528926,348.08264462809916,0.11515151853249832,0.09483066169652811,0.04206773746481612,0.1198023048206425,0.4068546493437665,0.10980392247438431,0.08627451211214066,0.03921568766236305,0.11764705926179886,0.3960784375667572,303.07438016528926,348.08264462809916,0,24,43,110.0,9,42.0,25
43,25,329,146.64741641337386,130.64741641337386,0.7646224552193673,0.18977293530677228,0.04738065578598291,0.6693366845237448,0.40410036935632354,0.7823529541492462,0.1921568661928177,0.04313725605607033,0.6882353127002716,0.4058823585510254,146.64741641337386,130.64741641337386,0,25,46,121.0,5,42.0,28
43,26,271,397.2656826568266,174.22140221402213,0.38403879196771395,0.1505824510434237,0.04388973438541827,0.5859055233177664,0.4608928523820265,0.3607843220233917,0.14901961386203766,0.03921568766236305,0.6019608080387115,0.46666666865348816,397.2656826568266,174.22140221402213,0,26,47,127.0,3,42.0,17
43,27,268,129.4402985074627,382.78731343283584,0.502209554468073,0.1677787577344188,0.05181445865961375,0.7963564616085878,0.40396547450948117,0.501960813999176,0.16470588743686676,0.0470588244497776,0.8588235378265381,0.3960784375667572,129.4402985074627,382.78731343283584,0,27,50,132.0,2,42.0,18
43,28,234,279.64957264957263,358.62820512820514,0.07114127880503607,0.0914362349237005,0.038528575036579214,0.33018267937959767,0.435729856037686,0.06666667014360428,0.08627451211214066,0.03529411926865578,0.33725491166114807,0.4431372582912445,279.64957264957263,358.62820512820514,0,28,51,134.0,2,42.0,26
43,29,256,274.12109375,82.94921875,0.5327818761579692,0.1815410591007094,0.05761335951683577,0.5637255077599548,0.4128982914844528,0.5254902243614197,0.1764705926179886,0.054901961237192154,0.5647059082984924,0.41960784792900085,274.12109375,82.94921875,0,29,57,138.0,1,0.0,0
43,30,209,185.51674641148324,386.6124401913876,0.12106201648890402,0.12008631521720065,0.05203114896032371,0.15350408578496516,0.4790130534240504,0.10196078568696976,0.11764705926179886,0.0470588244497776,0.1411764770746231,0.48235294222831726,185.51674641148324,386.6124401913876,0,30,58,139.0,1,0.0,0
44,1,274,183.6094890510949,113.95255474452554,0.6944754677314828,0.16673823231219376,0.04423930298156329,0.5157721645205561,0.4239015377459735,0.6627451181411743,0.16470588743686676,0.03921568766236305,0.5372549295425415,0.4313725531101227,183.6094890510949,113.95255474452554,0,1,6,119.0,7,43.0,9
44,2,597,345.33668341708545,385.8241206030151,0.23308044152842894,0.1325253755418924,0.04620488196411724,0.4594147336143545,0.42698460233271424,0.23137255012989044,0.13333334028720856,0.04313725605607033,0.46666666865348816,0.4274509847164154,345.33668341708545,385.8241206030151,0,2,7,93.0,13,43.0,16
44,3,349,250.25787965616047,333.78510028653295,0.08866790533439392,0.07610540095994243,0.034260352715892575,0.3133659264590474,0.39007810082681543,0.08431372791528702,0.07450980693101883,0.0313725508749485,0.32156863808631897,0.3921568691730499,250.25787965616047,333.78510028653295,0,3,8,67.0,19,43.0,23
44,4,306,98.71895424836602,219.44444444444446,0.6367166642270057,0.16507753868301223,0.04977572880368802,0.45156992217099745,0.41389209811204397,0.6352941393852234,0.16470588743686676,0.0470588244497776,0.4745098054409027,0.41960784792900085,98.71895424836602,219.44444444444446,0,4,10,nan,2,43.0,18
44,5,245,322.0081632653061,366.3795918367347,0.14300120453141174,0.1174709915164478,0.042577032045442234,0.4899079786271465,0.4226810787405286,0.13725490868091583,0.11764705926179886,0.03921568766236305,0.5058823823928833,0.4117647111415863,322.0081632653061,366.3795918367347,0,5,11,112.0,9,43.0,12
44,6,294,397.7857142857143,174.8265306122449,0.36206483526700206,0.13896225524914205,0.041936775913373345,0.5545685100210768,0.45798320186381436,0.3450980484485626,0.13333334028720856,0.03921568766236305,0.5568627715110779,0.4588235318660736,397.7857142857143,174.8265306122449,0,6,12,127.0,4,43.0,26
44,7,300,129.52666666666667,382.14,0.4722875945766767,0.16639216109178961,0.05143791008430223,0.774169943879048,0.4047189622124036,0.48235294222831726,0.16470588743686676,0.05098039284348488,0.8274509906768799,0.3960784375667572,129.52666666666667,382.14,0,7,13,132.0,3,43.0,27
44,8,265,280.3924528301887,358.18490566037735,0.06532001655443379,0.09173511134917443,0.03729189904933831,0.3193044850286448,0.4357824718052486,0.06666667014360428,0.08627451211214066,0.03529411926865578,0.32156863808631897,0.4431372582912445,280.3924528301887,358.18490566037735,0,8,14,134.0,3,43.0,28
44,9,212,415.561320754717,302.0990566037736,0.32351092235097345,0.14648539033489968,0.04720680868551838,0.47055125341943976,0.4601553904841531,0.32156863808631897,0.13333334028720856,0.04313725605607033,0.48235294222831726,0.4627451002597809,415.561320754717,302.0990566037736,0,9,18,140.0,1,0.0,0
44,10,252,303.468253968254,347.4563492063492,0.08057890034517244,0.09077186631186614,0.042328043600603465,0.10231870831182552,0.40224090313154554,0.07450980693101883,0.08627451211214066,0.03921568766236305,0.09803921729326248,0.3921568691730499,303.468253968254,347.4563492063492,0,10,19,110.0,10,43.0,24
44,11,262,186.41603053435114,387.4580152671756,0.17961383528495564,0.11323155495800248,0.048570574705581404,0.20408621982081246,0.4726687733453649,0.16470588743686676,0.10196078568696976,0.0470588244497776,0.20000000298023224,0.4745098054409027,186.41603053435114,387.4580152671756,0,11,25,139.0,2,43.0,30
44,12,1074,335.707635009311,417.3752327746741,0.41154563438070996,0.1541242235413019,0.046960238029129346,0.5003541978891224,0.3843648524979195,0.3764705955982208,0.14901961386203766,0.04313725605607033,0.5215686559677124,0.3764705955982208,335.707635009311,417.3752327746741,0,12,27,120.0,7,43.0,19
44,13,270,282.92962962962963,384.22592592592594,0.15301380226457562,0.13214234194752794,0.04386347265293201,0.42197531980496866,0.41700799332724675,0.1568627506494522,0.13333334028720856,0.04313725605607033,0.4156862795352936,0.41960784792900085,282.92962962962963,384.22592592592594,0,13,42,68.0,19,43.0,2
44,14,209,107.9377990430622,306.1100478468899,0.5569753415846939,0.1795478048043673,0.04957313207757958,0.7416643339195891,0.4316164806984258,0.5568627715110779,0.1764705926179886,0.0470588244497776,0.7588235437870026,0.43529412150382996,107.9377990430622,306.1100478468899,0,14,43,133.0,3,43.0,11
44,15,317,194.98738170347002,361.9652996845426,0.13135399636504025,0.08528484161414371,0.04029195398468324,0.2742129105733772,0.41765324950030175,0.125490203499794,0.07450980693101883,0.037254903465509415,0.272549033164978,0.42352941632270813,194.98738170347002,361.9652996845426,0,15,44,137.0,2,43.0,20
44,16,345,270.71884057971016,404.44347826086954,0.21518613825673644,0.14267690082121154,0.048581984914515326,0.5590679353561954,0.4252344506374304,0.21568627655506134,0.14901961386203766,0.04313725605607033,0.5607843399047852,0.42352941632270813,270.71884057971016,404.44347826086954,0,16,45,131.0,3,43.0,3
44,17,282,186.7304964539007,340.1737588652482,0.14591851350950433,0.06648588666018654,0.494381881457694,0.07204839574992128,0.41303018411846026,0.1411764770746231,0.05882352963089943,0.5098039507865906,0.07450980693101883,0.4000000059604645,186.7304964539007,340.1737588652482,0,17,46,114.0,8,43.0,1
44,18,319,146.49529780564262,372.8150470219436,0.2994160757029318,0.11454914554042689,0.054557749540267694,0.3776261693444745,0.4215133139705957,0.29411765933036804,0.11176470667123795,0.05098039284348488,0.3803921639919281,0.41960784792900085,146.49529780564262,372.8150470219436,0,18,47,108.0,10,43.0,8
44,19,260,272.16923076923075,322.10769230769233,0.08446455746889114,0.0742383124700819,0.036802414453660066,0.20447964284282463,0.40625943358127886,0.0784313753247261,0.07450980693101883,0.0313725508749485,0.20392157137393951,0.4000000059604645,272.16923076923075,322.10769230769233,0,19,48,nan,22,43.0,10
44,20,261,340.2528735632184,355.6551724137931,0.20519871304660922,0.10481556875709716,0.03923071258241075,0.46908573269615683,0.4416497674024882,0.20000000298023224,0.10196078568696976,0.03921568766236305,0.47843137383461,0.44117647409439087,340.2528735632184,355.6551724137931,0,20,49,129.0,4,43.0,5
44,21,365,222.82739726027398,409.73972602739724,0.352017199156219,0.13539618948500043,0.049143165536224845,0.3489658958699605,0.3878592604643678,0.3450980484485626,0.13333334028720856,0.045098040252923965,0.3529411852359772,0.3803921639919281,222.82739726027398,409.73972602739724,0,21,50,124.0,5,43.0,7
44,22,305,387.3114754098361,350.1377049180328,0.3791064066232228,0.14408229252354043,0.04390871226176864,0.5615686452779614,0.45149470553046367,0.3686274588108063,0.13333334028720856,0.04313725605607033,0.5784313976764679,0.45098039507865906,387.3114754098361,350.1377049180328,0,22,51,130.0,4,43.0,4
44,23,429,300.2121212121212,418.06526806526807,0.3087801171297377,0.1333607604470981,0.04853969705367074,0.3213949517666043,0.41441565557515425,0.3117647171020508,0.13333334028720856,0.04313725605607033,0.33725491166114807,0.4274509847164154,300.2121212121212,418.06526806526807,0,23,52,125.0,5,43.0,14
44,24,229,389.87772925764193,329.48908296943233,0.23962668710140161,0.11250963543570199,0.04252076504841512,0.4222279425596566,0.44858293293865487,0.24313725531101227,0.10196078568696976,0.03921568766236305,0.4215686321258545,0.4490196108818054,389.87772925764193,329.48908296943233,0,24,53,122.0,6,43.0,15
44,25,294,145.31292517006804,130.09183673469389,0.7652527796370643,0.18796852609890252,0.048339337215055615,0.6962651865822929,0.4009603903609879,0.7568627595901489,0.1764705926179886,0.04313725605607033,0.7019608020782471,0.40392157435417175,145.31292517006804,130.09183673469389,0,25,55,121.0,6,43.0,25
44,26,272,370.81617647058823,371.04411764705884,0.20758362703354044,0.132843140827711,0.047376010618309546,0.42064591699882464,0.39493945301236477,0.2078431397676468,0.13333334028720856,0.0470588244497776,0.4274509847164154,0.4000000059604645,370.81617647058823,371.04411764705884,0,26,56,135.0,2,43.0,6
44,27,230,370.1695652173913,153.72173913043477,0.529906237838061,0.13116794895056796,0.0433077590621036,0.3883717056201852,0.4663086156482282,0.5176470875740051,0.11764705926179886,0.03921568766236305,0.3960784375667572,0.4627451002597809,370.1695652173913,153.72173913043477,0,27,57,141.0,1,0.0,0
44,28,235,207.03829787234042,387.5617021276596,0.2162202810987513,0.10700041984624051,0.04423863296496107,0.3865832362403261,0.43225699460252803,0.21568627655506134,0.10196078568696976,0.03921568766236305,0.39411765336990356,0.42352941632270813,207.03829787234042,387.5617021276596,0,28,61,142.0,1,0.0,0
44,29,280,216.07857142857142,370.49642857142857,0.17212885604905231,0.09387955415461745,0.0391036426415667,0.337913172878325,0.42102241462894846,0.1725490242242813,0.08627451211214066,0.03529411926865578,0.3450980484485626,0.4156862795352936,216.07857142857142,370.49642857142857,0,29,62,126.0,5,43.0,17
44,30,324,273.9845679012346,84.58024691358025,0.5060881276925405,0.17812878718990602,0.051815542521783046,0.5767974031192286,0.4173928903484786,0.4941176474094391,0.1764705926179886,0.0470588244497776,0.572549045085907,0.41960784792900085,273.9845679012346,84.58024691358025,0,30,63,138.0,2,43.0,29
44,31,217,103.76036866359448,358.88018433179724,0.4535465927854661,0.16306135794019094,0.05126954146450566,0.5203759082451395,0.4476913440337379,0.4490196108818054,0.16470588743686676,0.0470588244497776,0.5411764979362488,0.4588235318660736,103.76036866359448,358.88018433179724,0,31,64,143.0,1,0.0,0
45,1,331,195.16616314199396,362.2749244712991,0.13582134142157895,0.08389313629577977,0.03790059942031825,0.2681594767419233,0.41471477334593,0.13333334028720856,0.07450980693101883,0.03529411926865578,0.2666666805744171,0.42352941632270813,195.16616314199396,362.2749244712991,0,1,1,137.0,3,44.0,15
45,2,265,283.5056603773585,382.90943396226413,0.104920461324026,0.1119496884878795,0.04699963137577727,0.259474664596173,0.4159674487586291,0.10196078568696976,0.10196078568696976,0.04313725605607033,0.24705882370471954,0.4156862795352936,283.5056603773585,382.90943396226413,0,2,2,68.0,20,44.0,13
45,3,207,106.85990338164251,306.56038647342996,0.5021313014237777,0.16061381507071032,0.04808184286300543,0.6632945076854908,0.423339969869973,0.49803921580314636,0.14901961386203766,0.04313725605607033,0.6941176652908325,0.4274509847164154,106.85990338164251,306.56038647342996,0,3,3,133.0,4,44.0,14
45,4,338,424.3076923076923,265.14792899408286,0.43111731116411955,0.14268476988833684,0.04490080196134878,0.49182041192195824,0.4342731218895263,0.4274509847164154,0.13333334028720856,0.04313725605607033,0.5058823823928833,0.43529412150382996,424.3076923076923,265.14792899408286,0,4,4,nan,1,0.0,0
45,5,235,272.3744680851064,321.8936170212766,0.08236963096807928,0.0690529844941611,0.0379140603811817,0.19157280397224932,0.40343763726822873,0.0784313753247261,0.06666666828095913,0.03529411926865578,0.19607843458652496,0.4000000059604645,272.3744680851064,321.8936170212766,0,5,5,nan,23,44.0,19
45,6,214,161.65887850467288,386.10747663551405,0.3136155484853504,0.10923584674215206,0.04209272620903554,0.34295401199955805,0.43831776166073627,0.30588236451148987,0.10196078568696976,0.03921568766236305,0.3529411852359772,0.43921568989753723,161.65887850467288,386.10747663551405,0,6,6,145.0,1,0.0,0
45,7,374,271.2192513368984,404.11229946524065,0.2117017984469944,0.13378421232891194,0.04504561317925227,0.5475202018723768,0.42108630416865017,0.20000000298023224,0.13333334028720856,0.04313725605607033,0.5490196347236633,0.4117647111415863,271.2192513368984,404.11229946524065,0,7,7,131.0,4,44.0,16
45,8,255,144.07843137254903,129.72941176470587,0.7620761367620207,0.1897424118337678,0.04701268884773348,0.6772933643238217,0.39044983375306225,0.7647058963775635,0.1921568661928177,0.0470588244497776,0.6980392336845398,0.3921568691730499,144.07843137254903,129.72941176470587,0,8,8,121.0,7,44.0,25
45,9,366,222.97267759562843,410.08196721311475,0.34506590424176775,0.12284367619835533,0.04736955035376093,0.3416907824779469,0.38793529040826474,0.3294117748737335,0.11764705926179886,0.04313725605607033,0.3529411852359772,0.3803921639919281,222.97267759562843,410.08196721311475,0,9,10,124.0,6,44.0,21
45,10,427,300.3231850117096,417.4192037470726,0.30638748120333326,0.1351425853542617,0.04596592875009957,0.310933561616117,0.40779722344121555,0.2980392277240753,0.13333334028720856,0.04313725605607033,0.3137255012989044,0.41960784792900085,300.3231850117096,417.4192037470726,0,10,11,125.0,6,44.0,23
45,11,253,146.43873517786562,373.47430830039525,0.30037976480402023,0.11778656427892065,0.059893049848203365,0.3573587612790081,0.41951484701379016,0.2862745225429535,0.11764705926179886,0.054901961237192154,0.3686274588108063,0.41960784792900085,146.43873517786562,373.47430830039525,0,11,12,108.0,11,44.0,18
45,12,282,387.8404255319149,350.40070921985813,0.36655542653397466,0.14183006892046818,0.045835072960678146,0.5588513603764222,0.4509386826068797,0.3490196168422699,0.13333334028720856,0.04313725605607033,0.572549045085907,0.4431372582912445,387.8404255319149,350.40070921985813,0,12,13,130.0,5,44.0,22
45,13,246,187.14634146341464,340.7560975609756,0.13620277781917797,0.0629523368363034,0.47642277750542494,0.06585366021637327,0.41331102159934313,0.13333334028720856,0.05882352963089943,0.47843137383461,0.06666667014360428,0.40392157435417175,187.14634146341464,340.7560975609756,0,13,14,114.0,9,44.0,17
45,14,267,340.44194756554305,355.6479400749064,0.19648968740907055,0.10663141942607442,0.038451936204084075,0.45493134817157344,0.4354703724384308,0.1921568661928177,0.10196078568696976,0.03529411926865578,0.4647058844566345,0.43529412150382996,340.44194756554305,355.6479400749064,0,14,15,129.0,5,44.0,20
45,15,307,215.6384364820847,370.85667752443,0.16497413750968462,0.09547167641174424,0.04058248838804152,0.32222010141863494,0.413680786903984,0.1568627506494522,0.08627451211214066,0.03921568766236305,0.32156863808631897,0.4117647111415863,215.6384364820847,370.85667752443,0,15,16,126.0,6,44.0,29
45,16,277,370.6137184115523,370.9097472924188,0.20130247568933543,0.1211439120425214,0.04442556933684792,0.43176896547367427,0.38800878419342455,0.19411765038967133,0.11764705926179886,0.04313725605607033,0.4274509847164154,0.3960784375667572,370.6137184115523,370.9097472924188,0,16,20,135.0,3,44.0,26
45,17,313,129.39936102236422,381.1629392971246,0.4527595190289683,0.1598070580839587,0.04916369240171612,0.7565871184816757,0.40363340998609987,0.45098039507865906,0.14901961386203766,0.0470588244497776,0.7803921699523926,0.4000000059604645,129.39936102236422,381.1629392971246,0,17,21,132.0,4,44.0,7
45,18,254,103.50787401574803,358.8503937007874,0.4669909025505772,0.15650764611498344,0.04889609542579984,0.5430600740543501,0.4444341605573189,0.4745098054409027,0.14901961386203766,0.0470588244497776,0.572549045085907,0.45490196347236633,103.50787401574803,358.8503937007874,0,18,22,143.0,2,44.0,31
45,19,223,99.12107623318386,282.78026905829597,0.5840499577500895,0.15021542630956045,0.04429789988800148,0.5098566931459402,0.426870664138965,0.5784313976764679,0.14901961386203766,0.04313725605607033,0.5098039507865906,0.4274509847164154,99.12107623318386,282.78026905829597,0,19,24,146.0,1,0.0,0
45,20,211,113.42654028436019,334.6350710900474,0.5679026263726266,0.16123037310361296,0.04982808435785968,0.6435089852148888,0.47441688660196785,0.5470588505268097,0.14901961386203766,0.0470588244497776,0.6490196287631989,0.4588235318660736,113.42654028436019,334.6350710900474,0,20,25,147.0,1,0.0,0
45,21,226,183.65929203539824,112.69026548672566,0.6800451289895362,0.16470588710307416,0.04183585061980164,0.5022904889377873,0.4254554978250402,0.6784313917160034,0.16470588743686676,0.03921568766236305,0.5098039507865906,0.4313725531101227,183.65929203539824,112.69026548672566,0,21,26,119.0,8,44.0,1
45,22,222,206.6936936936937,387.94594594594594,0.21906024294796292,0.10743685108651449,0.04419713957352681,0.39213920599436974,0.43040099646057095,0.21960784494876862,0.10196078568696976,0.04313725605607033,0.40392157435417175,0.42352941632270813,206.6936936936937,387.94594594594594,0,22,27,142.0,2,44.0,28
45,23,280,186.975,387.975,0.20046219047425048,0.10592437243155603,0.04275910490458565,0.22869748497115713,0.4666666763169425,0.1921568661928177,0.10196078568696976,0.03921568766236305,0.2235294133424759,0.47058823704719543,186.975,387.975,0,23,28,139.0,3,44.0,11
45,24,339,274.20353982300884,85.38643067846607,0.4910058541151978,0.17193591779861653,0.04755625104295381,0.5899589513167519,0.4154780581813295,0.4686274528503418,0.16470588743686676,0.0470588244497776,0.5882353186607361,0.4117647111415863,274.20353982300884,85.38643067846607,0,24,30,138.0,3,44.0,30
45,25,274,280.66058394160586,357.93065693430657,0.06084156458871099,0.0850865914907823,0.03532274326744632,0.3103334849877079,0.43716903607340624,0.05882352963089943,0.07450980693101883,0.0313725508749485,0.3137255012989044,0.4431372582912445,280.66058394160586,357.93065693430657,0,25,31,134.0,4,44.0,8
45,26,351,249.71794871794873,333.1823361823362,0.08249818667918019,0.07773867573196393,0.03664599853352858,0.2966426531134168,0.3846712542904748,0.0784313753247261,0.07450980693101883,0.03333333507180214,0.30588236451148987,0.3843137323856354,249.71794871794873,333.1823361823362,0,26,36,67.0,20,44.0,3
45,27,592,345.14864864864865,385.66047297297297,0.21720986285347593,0.12295310347139635,0.0438460532254917,0.4385665197026085,0.4263182357457039,0.2078431397676468,0.11764705926179886,0.04313725605607033,0.4470588266849518,0.4274509847164154,345.14864864864865,385.66047297297297,0,27,37,93.0,14,44.0,2
45,28,207,322.8357487922705,365.4927536231884,0.13134413579667825,0.11241830381956222,0.04006820235059457,0.4282845634481181,0.4263900791965245,0.125490203499794,0.10196078568696976,0.03529411926865578,0.43529412150382996,0.41960784792900085,322.8357487922705,365.4927536231884,0,28,38,112.0,10,44.0,5
45,29,230,303.53913043478263,352.0,0.06143222676347131,0.08908781135130836,0.044364877717326515,0.10011935482692459,0.4164194430993951,0.05882352963089943,0.08627451211214066,0.04313725605607033,0.0941176488995552,0.41960784792900085,303.53913043478263,352.0,0,29,39,110.0,11,44.0,10
45,30,264,416.6212121212121,302.5833333333333,0.33224896903178003,0.13931967092282843,0.046004160600149946,0.4658793955476898,0.45571896140322543,0.32156863808631897,0.13333334028720856,0.04313725605607033,0.47843137383461,0.4588235318660736,416.6212121212121,302.5833333333333,0,30,41,140.0,2,44.0,9
45,31,293,398.3447098976109,175.09556313993173,0.3456601849900171,0.1364652378446464,0.04143746366006014,0.5213411122102787,0.45313525464347604,0.3235294222831726,0.13333334028720856,0.03921568766236305,0.5333333611488342,0.45490196347236633,398.3447098976109,175.09556313993173,0,31,43,127.0,5,44.0,6
45,32,221,98.06787330316742,218.31221719457014,0.6274155076272887,0.16843226403672232,0.049081715624526616,0.43564902347137485,0.4047200840253096,0.6352941393852234,0.16470588743686676,0.045098040252923965,0.4588235318660736,0.40392157435417175,98.06787330316742,218.31221719457014,0,32,46,nan,3,44.0,4
45,33,1039,335.87391722810395,418.59384023099136,0.38916002455973303,0.1505180361480797,0.04828549464635687,0.4866519617893813,0.3847326882850447,0.3607843220233917,0.14901961386203766,0.04313725605607033,0.5098039507865906,0.3803921639919281,335.87391722810395,418.59384023099136,0,33,47,120.0,8,44.0,12
45,34,223,126.65022421524664,151.9506726457399,0.6860810840343681,0.15807614955767121,0.04600369421172169,0.49140949406965967,0.42581553296123387,0.6901960968971252,0.14901961386203766,0.04313725605607033,0.5058823823928833,0.42352941632270813,126.65022421524664,151.9506726457399,0,34,48,148.0,1,0.0,0
45,35,245,372.0,154.2734693877551,0.534693891904792,0.13418167615879556,0.04148859660692361,0.3861544708512267,0.4632252953490432,0.5176470875740051,0.13333334028720856,0.03529411926865578,0.3960784375667572,0.4627451002597809,372.0,154.2734693877551,0,35,49,141.0,2,44.0,27
46,1,336,195.24404761904762,362.2708333333333,0.13174603560695514,0.08258636976825073,0.038340337319476975,0.264647533052734,0.4132936561391467,0.13333334028720856,0.07450980693101883,0.03529411926865578,0.2666666805744171,0.41960784792900085,195.24404761904762,362.2708333333333,0,1,1,137.0,4,45.0,1
46,2,229,273.0305676855895,321.6419213973799,0.07368781777936559,0.06738590776074402,0.03784570706739827,0.17217227930455228,0.402808466202307,0.07450980693101883,0.05882352963089943,0.03529411926865578,0.1764705926179886,0.3960784375667572,273.0305676855895,321.6419213973799,0,2,2,nan,24,45.0,5
46,3,414,271.6062801932367,403.83816425120773,0.19918537994729724,0.1234062738797587,0.04505067858800004,0.5167945604321461,0.4143601487512174,0.1921568661928177,0.11764705926179886,0.04313725605607033,0.529411792755127,0.40392157435417175,271.6062801932367,403.83816425120773,0,3,4,131.0,5,45.0,7
46,4,200,183.775,112.175,0.6587451112270355,0.1562156904116273,0.04062745231203735,0.455745110809803,0.4247058887779713,0.6470588445663452,0.14901961386203766,0.03921568766236305,0.4588235318660736,0.4274509847164154,183.775,112.175,0,4,6,119.0,9,45.0,21
46,5,265,374.29433962264153,154.78867924528302,0.5198224337033506,0.13318535322499161,0.04124306450896668,0.3809545049689851,0.4590455099096838,0.5176470875740051,0.13333334028720856,0.03529411926865578,0.3921568691730499,0.4588235318660736,374.29433962264153,154.78867924528302,0,5,7,141.0,3,45.0,35
