ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,Intensity_MeanIntensity_C0,Intensity_MeanIntensity_C1,Intensity_MeanIntensity_C2,Intensity_MeanIntensity_C3,Intensity_MeanIntensity_C4,Intensity_MedianIntensity_C0,Intensity_MedianIntensity_C1,Intensity_MedianIntensity_C2,Intensity_MedianIntensity_C3,Intensity_MedianIntensity_C4,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_Objects_frame_edge_filtered,TrackObjects_Label_1,TrackObjects_Lifetime_1,TrackObjects_ParentImageNumber_1,TrackObjects_ParentObjectNumber_1
5,7,205,262.6878048780488,319.9951219512195,0.7289717958467763,0.28522238916740184,0.08319464604847315,0.6846867681276507,0.40627451589921626,0.7254902124404907,0.2666666805744171,0.07450980693101883,0.6901960968971252,0.40784314274787903,262.6878048780488,319.9951219512195,0,7,20,nan,1,0.0,0
6,1,409,243.60146699266502,270.8630806845966,0.6463109559418229,0.23111367469749125,0.0753056256938498,0.41567669731444135,0.4251402337058541,0.6274510025978088,0.2235294133424759,0.07058823853731155,0.4431372582912445,0.43921568989753723,243.60146699266502,270.8630806845966,0,1,1,3.0,4,5.0,5
6,2,208,217.85096153846155,306.3798076923077,0.7685708990320563,0.27139895226663124,0.08352187274991033,0.9199095056034051,0.4380467661584799,0.8274509906768799,0.2549019753932953,0.0784313753247261,1.0,0.4274509847164154,217.85096153846155,306.3798076923077,0,2,3,nan,3,5.0,4
6,3,240,262.90833333333336,318.09166666666664,0.7565032786379258,0.27098040003329515,0.08116013305649782,0.6930555691942573,0.4147549092148741,0.772549033164978,0.2549019753932953,0.0784313753247261,0.7215686440467834,0.4117647111415863,262.90833333333336,318.09166666666664,0,3,12,nan,2,5.0,7
6,4,725,281.91172413793106,289.85655172413794,0.7416957530893129,0.29896417320802293,0.09766058416715984,0.9421501040047613,0.4173955441959973,0.7470588386058807,0.2980392277240753,0.09019608050584793,1.0,0.42352941632270813,281.91172413793106,289.85655172413794,0,4,13,7.0,3,5.0,1
6,5,342,239.76023391812865,323.01461988304095,0.837942904199076,0.2818713529874184,0.08024309363423122,0.8932805924910551,0.39228300218693696,0.8980392217636108,0.2705882489681244,0.0784313753247261,0.929411768913269,0.38823530077934265,239.76023391812865,323.01461988304095,0,5,15,4.0,3,5.0,2
6,6,648,281.7962962962963,254.5895061728395,0.817368684704473,0.3200738405647837,0.07411643886869704,0.9598039231366582,0.4318324911787554,0.8666666746139526,0.3137255012989044,0.07058823853731155,1.0,0.43529412150382996,281.7962962962963,254.5895061728395,0,6,19,2.0,6,5.0,3
6,7,249,223.0843373493976,292.3172690763052,0.7145917118792553,0.2815969843103225,0.0895976088267852,0.9009528347407,0.4349948898496398,0.7156862914562225,0.2705882489681244,0.08627451211214066,1.0,0.43921568989753723,223.0843373493976,292.3172690763052,0,7,27,8.0,2,5.0,6
6,8,227,220.5286343612335,217.45374449339207,0.91868360032069,0.29517146830122903,0.08026259184080599,0.7417984038985248,0.42209553935191707,1.0,0.2862745225429535,0.07450980693101883,0.800000011920929,0.42352941632270813,220.5286343612335,217.45374449339207,0,8,28,10.0,1,0.0,0
6,9,353,293.3201133144476,186.12181303116148,0.7237349448899709,0.2852191377336175,0.07868688761206508,0.7633283451072893,0.41969672508178957,0.7313725650310516,0.2705882489681244,0.07450980693101883,0.7882353067398071,0.4313725531101227,293.3201133144476,186.12181303116148,0,9,29,11.0,1,0.0,0
7,1,707,282.1046676096181,289.6181046676096,0.6995812303991263,0.29470006618095507,0.10655351537589347,0.9156945980505694,0.4159913536429911,0.7058823704719543,0.2862745225429535,0.09803921729326248,1.0,0.41960784792900085,282.1046676096181,289.6181046676096,0,1,3,7.0,4,6.0,4
7,2,405,243.01234567901236,201.29382716049383,0.8832050402959187,0.3791333913067241,0.09461147673428058,0.8996562616324719,0.4166352031039603,1.0,0.35686275362968445,0.08627451211214066,1.0,0.4156862795352936,243.01234567901236,201.29382716049383,0,2,4,12.0,1,0.0,0
7,3,370,292.74594594594595,186.69189189189188,0.7319131005051974,0.27404346244560707,0.07403285845208007,0.7645257120196883,0.4174880843307521,0.7098039388656616,0.2549019753932953,0.07058823853731155,0.8078431487083435,0.4274509847164154,292.74594594594595,186.69189189189188,0,3,5,11.0,2,6.0,9
7,4,346,239.71676300578034,322.9364161849711,0.8167290122522785,0.2759152292085521,0.07783067207837294,0.870032875437957,0.3892893643909796,0.8705882430076599,0.2666666805744171,0.07450980693101883,0.929411768913269,0.3843137323856354,239.71676300578034,322.9364161849711,0,4,6,4.0,4,6.0,5
7,5,488,217.92827868852459,222.78483606557376,0.8617084595817522,0.2901800141333923,0.07794117848923215,0.7278527915477753,0.4144246277445164,1.0,0.2823529541492462,0.07058823853731155,0.7843137383460999,0.4156862795352936,217.92827868852459,222.78483606557376,0,5,8,10.0,2,6.0,8
7,6,605,283.3388429752066,254.01322314049588,0.8360330659742198,0.30497489082665485,0.07360233563221683,0.9387327851835361,0.42893534726347804,0.8941176533699036,0.3019607961177826,0.07058823853731155,1.0,0.4313725531101227,283.3388429752066,254.01322314049588,0,6,9,2.0,7,6.0,6
7,7,433,267.64203233256353,224.4272517321016,0.7291400729233343,0.3815695421112052,0.10142643958347361,0.91555495622114,0.4251868016243532,0.7392157018184662,0.37254902720451355,0.0941176488995552,1.0,0.4313725531101227,267.64203233256353,224.4272517321016,0,7,13,13.0,1,0.0,0
7,8,209,245.11483253588517,293.1387559808612,0.623097865205062,0.2767801928249272,0.0861431677830205,0.9071207485700908,0.4139225123601667,0.6176470816135406,0.2549019753932953,0.0784313753247261,0.9745098054409027,0.4215686321258545,245.11483253588517,293.1387559808612,0,8,19,nan,1,0.0,0
7,9,211,263.3080568720379,317.6350710900474,0.7252485939959215,0.26025463107496644,0.0779109770273216,0.6713316751317391,0.4104079624629134,0.7431372702121735,0.2549019753932953,0.07450980693101883,0.7019608020782471,0.40392157435417175,263.3080568720379,317.6350710900474,0,9,21,nan,3,6.0,3
7,10,263,205.10266159695817,288.5171102661597,0.745634843244752,0.2560351964922006,0.08163722002517587,0.6703496733999071,0.4245135374508883,0.7627451121807098,0.239215686917305,0.0784313753247261,0.7176470756530762,0.43529412150382996,205.10266159695817,288.5171102661597,0,10,23,nan,1,0.0,0
7,11,405,243.8567901234568,270.2987654320988,0.6159380415155564,0.21440813966371394,0.07378358959369821,0.4022658060086362,0.4214766457492923,0.6392157077789307,0.2078431397676468,0.07058823853731155,0.42941176891326904,0.43529412150382996,243.8567901234568,270.2987654320988,0,11,24,3.0,5,6.0,1
7,12,376,220.625,301.2739361702128,0.7186691805799591,0.26636421273244504,0.09093658997122436,0.9090321265319561,0.43702545647132907,0.729411780834198,0.2666666805744171,0.09019608050584793,1.0,0.43921568989753723,220.625,301.2739361702128,0,12,25,8.0,3,6.0,7
8,1,230,357.3391304347826,300.995652173913,0.5605456245982129,0.281705037812176,0.09283887703052682,0.7383802310280178,0.4044330839229667,0.5568627715110779,0.2666666805744171,0.0784313753247261,0.800000011920929,0.40392157435417175,357.3391304347826,300.995652173913,0,1,1,16.0,1,0.0,0
8,2,318,206.84591194968553,288.1194968553459,0.7444074603277933,0.2562214897113776,0.07913429748102929,0.67724751652974,0.4257861691638359,0.7411764860153198,0.2549019753932953,0.07450980693101883,0.7176470756530762,0.43921568989753723,206.84591194968553,288.1194968553459,0,2,2,nan,2,7.0,10
8,3,202,246.33168316831683,293.509900990099,0.5761988094390029,0.24841779009853998,0.07450980602735931,0.8456028018257405,0.40506698287064485,0.572549045085907,0.239215686917305,0.07058823853731155,0.9333333373069763,0.42352941632270813,246.33168316831683,293.509900990099,0,3,3,nan,2,7.0,8
8,4,351,243.997150997151,269.7264957264957,0.6309591777983554,0.2155186922483125,0.07142617941656258,0.4013183721343846,0.416122009866258,0.6607843339443207,0.2078431397676468,0.06666667014360428,0.41960784792900085,0.4274509847164154,243.997150997151,269.7264957264957,0,4,5,3.0,6,7.0,11
8,5,560,283.34285714285716,252.275,0.8422339019498655,0.3102030901038753,0.07414566031989775,0.9161064468324185,0.43245098473770277,0.8901960849761963,0.3019607961177826,0.07058823853731155,1.0,0.43529412150382996,283.34285714285716,252.275,0,5,9,2.0,8,7.0,6
8,6,623,246.7223113964687,201.0128410914928,0.9198753696479155,0.3601548575331273,0.08174236220297183,0.9107040610301935,0.41851887410659083,1.0,0.3450980484485626,0.07450980693101883,1.0,0.41960784792900085,246.7223113964687,201.0128410914928,0,6,11,12.0,2,7.0,2
8,7,502,218.12948207171314,222.35458167330677,0.8506757342423575,0.2716975312353487,0.07509569769754887,0.7158659596545288,0.41174127544421124,0.9764705896377563,0.2666666805744171,0.07058823853731155,0.7686274647712708,0.4156862795352936,218.12948207171314,222.35458167330677,0,7,13,10.0,3,7.0,5
8,8,356,292.814606741573,186.86797752808988,0.7426085153155113,0.2831460754857974,0.07225159939713358,0.7830689666227678,0.4074575965073002,0.7450980544090271,0.2666666805744171,0.06666667014360428,0.8392156958580017,0.41960784792900085,292.814606741573,186.86797752808988,0,8,14,11.0,3,7.0,3
8,9,663,270.8883861236802,225.14932126696831,0.8576346441181897,0.36183717172609736,0.08823233911399568,0.9813562840627869,0.42250614286278165,0.9529411792755127,0.35686275362968445,0.08235294371843338,1.0,0.4274509847164154,270.8883861236802,225.14932126696831,0,9,15,13.0,2,7.0,7
8,10,569,280.90509666080845,288.2144112478032,0.6798304696493702,0.2898790526788138,0.13877804562292326,0.8996657406246725,0.41356353406746904,0.6784313917160034,0.2823529541492462,0.11372549086809158,1.0,0.42352941632270813,280.90509666080845,288.2144112478032,0,10,16,7.0,5,7.0,1
8,11,325,347.67692307692306,278.7846153846154,0.6652911156415939,0.28255807677140604,0.07525792081195574,0.8383710472400372,0.4422564216301991,0.6627451181411743,0.2666666805744171,0.07058823853731155,0.9176470637321472,0.43921568989753723,347.67692307692306,278.7846153846154,0,11,17,17.0,1,0.0,0
8,12,293,220.21501706484642,301.8600682593857,0.7045707127950297,0.25100716773051857,0.09429164399288009,0.8808137625455856,0.4426420474418601,0.7372549176216125,0.2549019753932953,0.0941176488995552,1.0,0.4470588266849518,220.21501706484642,301.8600682593857,0,12,25,8.0,4,7.0,12
8,13,332,239.87048192771084,323.31024096385545,0.7794826461159321,0.26705646866102173,0.07643515453673899,0.8140916676226869,0.38397118601813374,0.8392156958580017,0.2666666805744171,0.07058823853731155,0.8941176533699036,0.3803921639919281,239.87048192771084,323.31024096385545,0,13,28,4.0,5,7.0,4
9,1,730,248.42739726027398,201.1986301369863,0.9289067990975837,0.33586893123510764,0.07445071392041976,0.9268063420710498,0.4144077415948045,1.0,0.3294117748737335,0.07058823853731155,1.0,0.41960784792900085,248.42739726027398,201.1986301369863,0,1,1,12.0,3,8.0,6
9,2,359,285.7242339832869,250.14206128133705,0.8769894658190959,0.3337921329195453,0.07669452406611284,0.9118466375598004,0.4312742412256331,0.9176470637321472,0.3294117748737335,0.07058823853731155,1.0,0.43529412150382996,285.7242339832869,250.14206128133705,0,2,2,2.0,9,8.0,5
9,3,464,217.97844827586206,222.62284482758622,0.8460953414825529,0.262711298399091,0.06965010334609141,0.7210023782761961,0.4097870236326908,0.929411768913269,0.2549019753932953,0.06666667014360428,0.7568627595901489,0.4117647111415863,217.97844827586206,222.62284482758622,0,3,4,10.0,4,8.0,7
9,4,281,320.0462633451957,230.19928825622776,0.8674621527941626,0.3171725713803675,0.08038518112484247,0.8564929251569021,0.4384760421790262,0.929411768913269,0.3078431487083435,0.07450980693101883,0.8823529481887817,0.42549020051956177,320.0462633451957,230.19928825622776,0,4,5,18.0,1,0.0,0
9,5,291,244.4742268041237,269.40549828178695,0.6344316580246404,0.22464794074137187,0.0762078049768697,0.3898928738183172,0.41239809221828105,0.6196078658103943,0.2235294133424759,0.07450980693101883,0.3960784375667572,0.42352941632270813,244.4742268041237,269.40549828178695,0,5,6,3.0,7,8.0,4
9,6,714,271.65546218487395,224.6596638655462,0.813395955357231,0.33704070730202673,0.07916186305535149,0.9832976335654405,0.42015159603844837,0.8588235378265381,0.3294117748737335,0.07450980693101883,1.0,0.4274509847164154,271.65546218487395,224.6596638655462,0,6,7,13.0,3,8.0,9
9,7,336,293.04761904761904,186.76488095238096,0.7909547250629181,0.2813375421267535,0.07370448383569185,0.7883520170247981,0.40033847545938833,0.8313725590705872,0.2666666805744171,0.062745101749897,0.8313725590705872,0.40784314274787903,293.04761904761904,186.76488095238096,0,7,8,11.0,4,8.0,8
9,8,234,230.47863247863248,244.45299145299145,0.7864421077518382,0.2517680649160065,0.07766046796917406,0.48156529031375533,0.4301324023777603,0.8196078538894653,0.2549019753932953,0.07058823853731155,0.4941176474094391,0.4274509847164154,230.47863247863248,244.45299145299145,0,8,11,19.0,1,0.0,0
9,9,308,355.68506493506493,303.6915584415584,0.5891138424782397,0.2525846775161562,0.07588490143164316,0.7601349718094647,0.4032212954933767,0.6000000238418579,0.2549019753932953,0.07450980693101883,0.8235294222831726,0.40784314274787903,355.68506493506493,303.6915584415584,0,9,12,16.0,2,8.0,1
9,10,250,295.2,300.528,0.6713411888480186,0.26754510578513147,0.07959215898066758,0.8339451049566269,0.4260235347151756,0.6549019813537598,0.2549019753932953,0.07450980693101883,0.8980392217636108,0.4274509847164154,295.2,300.528,0,10,14,20.0,1,0.0,0
9,11,396,278.9671717171717,286.70454545454544,0.6825906270080142,0.33889880110368586,0.2999009773643179,0.7499207854835372,0.4198158119588789,0.686274528503418,0.32549020648002625,0.1882352977991104,0.800000011920929,0.43529412150382996,278.9671717171717,286.70454545454544,0,11,17,7.0,6,8.0,10
9,12,239,207.46443514644352,323.1799163179916,0.7895807797190535,0.27903848503049944,0.08051522095223974,0.9471490719827149,0.47431291683448407,0.7960784435272217,0.2666666805744171,0.07450980693101883,1.0,0.48235294222831726,207.46443514644352,323.1799163179916,0,12,18,21.0,1,0.0,0
9,13,365,346.8602739726027,277.8109589041096,0.6394843004541855,0.25445071936470187,0.06984689949361021,0.8621971582304941,0.43940908917009014,0.6333333551883698,0.2549019753932953,0.06666667014360428,0.93529412150383,0.44117647409439087,346.8602739726027,277.8109589041096,0,13,19,17.0,2,8.0,11
9,14,643,217.74650077760498,294.144634525661,0.660354356442232,0.24911414749607513,0.09527643357764229,0.798298425080246,0.43007349733894756,0.6705882549285889,0.239215686917305,0.09019608050584793,0.8823529481887817,0.4313725531101227,217.74650077760498,294.144634525661,0,14,20,8.0,5,8.0,12
9,15,311,239.57234726688102,323.8360128617363,0.7730408009992151,0.2683815724213407,0.07569510320207505,0.7944391977365377,0.378525951332218,0.8274509906768799,0.2666666805744171,0.06666667014360428,0.8784313797950745,0.37254902720451355,239.57234726688102,323.8360128617363,0,15,21,4.0,6,8.0,13
9,16,218,188.27981651376146,318.2844036697248,0.8614499074056607,0.3649397464041863,0.0996222369492464,0.9752473481204531,0.4138873964548111,1.0,0.35686275362968445,0.09019608050584793,1.0,0.4156862795352936,188.27981651376146,318.2844036697248,0,16,22,22.0,1,0.0,0
9,17,252,186.46031746031747,214.51190476190476,0.511095559993197,0.38269530922647504,0.11083100210239608,0.5297541348115792,0.4120448237610242,0.45098039507865906,0.3333333432674408,0.09803921729326248,0.4745098054409027,0.4156862795352936,186.46031746031747,214.51190476190476,0,17,28,23.0,1,0.0,0
10,1,291,206.9828178694158,323.93127147766324,0.7327808227735696,0.26409272340052725,0.0822990388222218,0.8962738413581324,0.4688767697598107,0.7254902124404907,0.2549019753932953,0.0784313753247261,0.9627451002597809,0.4745098054409027,206.9828178694158,323.93127147766324,0,1,9,21.0,2,9.0,12
10,2,336,319.88392857142856,230.16964285714286,0.8722805856239229,0.28779179159374463,0.07145191611267537,0.8678571500238919,0.4298902992602615,0.9411764740943909,0.2823529541492462,0.06666667014360428,0.9058823585510254,0.4156862795352936,319.88392857142856,230.16964285714286,0,2,11,18.0,2,9.0,4
10,3,267,293.09737827715355,186.55805243445693,0.7810531057668536,0.2789895062924324,0.06828229623229316,0.7572299443492282,0.3903943673613366,0.8156862854957581,0.26862746477127075,0.06666667014360428,0.7960784435272217,0.3921568691730499,293.09737827715355,186.55805243445693,0,3,12,11.0,5,9.0,7
10,4,337,355.47774480712167,303.6884272997033,0.5720719299348243,0.24819922716928872,0.07178681784030326,0.7684296359824851,0.4011404033230745,0.572549045085907,0.239215686917305,0.06666667014360428,0.8235294222831726,0.3960784375667572,355.47774480712167,303.6884272997033,0,4,13,16.0,3,9.0,9
10,5,749,249.09746328437916,200.9532710280374,0.8805047304273765,0.31798215447185196,0.07158826351121009,0.9110762093549418,0.41231446453582776,1.0,0.3137255012989044,0.06666667014360428,1.0,0.4156862795352936,249.09746328437916,200.9532710280374,0,5,15,12.0,4,9.0,1
10,6,422,218.04976303317537,222.2132701421801,0.8697147173762887,0.275113844917425,0.07233528690677471,0.7065514486406652,0.4077966785967633,0.9450980424880981,0.2666666805744171,0.06666667014360428,0.7333333492279053,0.40784314274787903,218.04976303317537,222.2132701421801,0,6,16,10.0,5,9.0,3
10,7,303,286.006600660066,249.63366336633663,0.4191419257976041,0.25043681514120536,0.0817964171664943,0.40385686775835433,0.42785220148146347,0.41960784792900085,0.239215686917305,0.0784313753247261,0.39803922176361084,0.4313725531101227,286.006600660066,249.63366336633663,0,7,17,2.0,10,9.0,2
10,8,347,222.96541786743515,297.44956772334297,0.6884104788131604,0.2699892713288409,0.12074363223607155,0.937650452086149,0.4311804329112215,0.6901960968971252,0.2666666805744171,0.11764705926179886,1.0,0.4274509847164154,222.96541786743515,297.44956772334297,0,8,19,8.0,6,9.0,14
10,9,231,272.0995670995671,287.06060606060606,0.6653764680092469,0.33124523455059374,0.8507257500639209,0.29702063380575283,0.4417112373557442,0.6607843339443207,0.3137255012989044,1.0,0.29019609093666077,0.4431372582912445,272.0995670995671,287.06060606060606,0,9,20,7.0,7,9.0,11
10,10,354,185.79378531073445,214.68926553672316,0.9362025072345626,0.3851556535704998,0.10506259299035968,0.8978730533587731,0.4114988423084135,1.0,0.37254902720451355,0.09019608050584793,1.0,0.4156862795352936,185.79378531073445,214.68926553672316,0,10,21,23.0,2,9.0,17
10,11,202,243.90594059405942,268.3712871287129,0.6344981715820803,0.23810911178588867,0.0770918288922841,0.3692486990648921,0.4041157117722058,0.6196078658103943,0.2235294133424759,0.07450980693101883,0.3686274588108063,0.4156862795352936,243.90594059405942,268.3712871287129,0,11,25,3.0,8,9.0,5
10,12,271,230.35424354243543,244.65682656826567,0.7776571981801318,0.2508212206575923,0.07409015482092256,0.473178509224165,0.42241517182205873,0.8078431487083435,0.239215686917305,0.07058823853731155,0.4647058844566345,0.4274509847164154,230.35424354243543,244.65682656826567,0,12,26,19.0,2,9.0,8
10,13,326,189.79754601226995,317.7515337423313,0.8199567026887203,0.32540599895538364,0.0829423817240296,0.9866835084612384,0.40709732418045674,0.8941176533699036,0.3137255012989044,0.0784313753247261,1.0,0.40784314274787903,189.79754601226995,317.7515337423313,0,13,27,22.0,2,9.0,16
10,14,720,272.0,224.6625,0.7296514259651303,0.31010349402204157,0.07626906533906651,0.9297113317582343,0.41830065966480307,0.7490196228027344,0.3019607961177826,0.07058823853731155,1.0,0.42352941632270813,272.0,224.6625,0,14,29,13.0,4,9.0,6
10,15,278,207.21223021582733,287.7589928057554,0.6810128510855943,0.23224715020159165,0.0729863189743738,0.6853435053456601,0.41603893968913197,0.6784313917160034,0.2235294133424759,0.07058823853731155,0.6941176652908325,0.41960784792900085,207.21223021582733,287.7589928057554,0,15,30,8.0,6,9.0,14
10,16,322,295.50621118012424,299.9627329192547,0.63278530047547,0.2616368357948265,0.07561807551346025,0.8101571142580939,0.4224333261018214,0.6352941393852234,0.2549019753932953,0.07450980693101883,0.8627451062202454,0.42352941632270813,295.50621118012424,299.9627329192547,0,16,31,20.0,2,9.0,10
10,17,299,239.4314381270903,323.8026755852843,0.7689815821954638,0.27742147819453655,0.07790675015503347,0.7860712258014392,0.37880517542362213,0.800000011920929,0.2666666805744171,0.07450980693101883,0.8470588326454163,0.37254902720451355,239.4314381270903,323.8026755852843,0,17,32,4.0,7,9.0,15
10,18,210,336.0238095238095,312.747619047619,0.5836414707558496,0.280597580685502,0.0771802075562023,0.917815129671778,0.4538748911448887,0.6000000238418579,0.2823529541492462,0.07450980693101883,1.0,0.4588235318660736,336.0238095238095,312.747619047619,0,18,33,24.0,1,0.0,0
10,19,392,346.2780612244898,276.734693877551,0.6025510347847428,0.25657263620547494,0.06700680455506532,0.8507202948937763,0.4415166159825666,0.5960784554481506,0.239215686917305,0.062745101749897,0.9215686321258545,0.43921568989753723,346.2780612244898,276.734693877551,0,19,34,17.0,3,9.0,13
11,1,697,249.86800573888092,200.67288378766142,0.8913832444328831,0.3093707004676932,0.06869215601079776,0.9142543711142356,0.410183706853961,1.0,0.3019607961177826,0.06666667014360428,1.0,0.4117647111415863,249.86800573888092,200.67288378766142,0,1,1,12.0,5,10.0,5
11,2,229,271.4192139737991,286.3973799126638,0.7571881285921455,0.23647573224256652,0.9968661702355963,0.20162685727903937,0.4407226704223708,0.7607843279838562,0.2235294133424759,1.0,0.20000000298023224,0.44117647409439087,271.4192139737991,286.3973799126638,0,2,2,7.0,8,10.0,9
11,3,369,319.4010840108401,230.00271002710028,0.8252935951479728,0.269876196516077,0.06885594546764605,0.828641275524447,0.4258781114244849,0.8470588326454163,0.2549019753932953,0.06666667014360428,0.8490196168422699,0.4156862795352936,319.4010840108401,230.00271002710028,0,3,3,18.0,3,10.0,2
11,4,227,275.66079295154185,309.96916299559473,0.6397685237918131,0.2628833103744469,0.08138550792939732,0.8351559217543328,0.452362453556796,0.6274510025978088,0.2549019753932953,0.0784313753247261,0.8588235378265381,0.45490196347236633,275.66079295154185,309.96916299559473,0,4,4,25.0,1,0.0,0
11,5,260,222.72692307692307,297.8,0.6822775411491211,0.2916892992475858,0.1686576213616018,0.8987179536658984,0.4265158446935507,0.6784313917160034,0.2980392277240753,0.16470588743686676,1.0,0.41960784792900085,222.72692307692307,297.8,0,5,5,8.0,7,10.0,8
