TrackObjects_Label_1,DAPI,NANOG,GATA4,GATA3,BF,X,Y,Z,Lifetime,Area,Embryo_ID,TE_ICM,DAPI_Cor,NANOG_Cor,GATA4_Cor,GATA3_Cor,BF_Cor,Treatment,batch
180,10.43677342857143,6.958638521428571,15.690399821428572,2.1241461714285714,45.942707642857144,187.83698410714285,163.5785801857143,54.5,14,4660,Control_1_241203,ICM,3.2391854900970634,2.6128618577298846,3.1094008117338956,1.806474468799271,3.87143497418047,Control,Batch 2
182,9.843385170588235,8.099524264705881,16.359389317647057,2.955586270588235,45.26331424705882,225.29285268235293,127.99688032941177,57,17,4952,Control_1_241203,ICM,3.2216521195788856,2.795546625157039,3.1674996236126645,2.185093725214145,3.858556813320588,Control,Batch 2
190,10.882556138461538,10.753877407692308,15.423685338461537,3.4228693692307695,47.02941659230769,193.95577544615384,124.86361927692307,58,13,4163,Control_1_241203,ICM,3.338413371107387,3.091350751143257,3.1151407761406045,2.3511934272957555,3.897641187372972,Control,Batch 2
215,18.67772623,12.42361557,17.8739265,6.010044515,51.516396050000004,152.64952796,102.530676065,72.5,20,5036,Control_1_241203,ICM,4.116390843562207,3.414701033974143,3.357386070234515,3.1943050643943964,4.0004842807538665,Control,Batch 2
225,5.135595671428572,10.754270042857144,5.480948342857142,0.8794786285714287,44.40819571428571,255.0602247857143,158.32424275714285,68,7,1634,Control_1_241203,ICM,2.751465758538551,3.2148484807533384,2.145910816973352,1.1855942534835502,3.8483723677786417,Control,Batch 2
2,60.85804963333333,27.685924272222223,7.761538222222223,50.86043143888889,51.7154119,257.17874737222223,274.8968826111111,11.5,18,4865,Control_1_241203,TE,4.2971542719801,3.4629081494831846,2.1243855694223046,4.1512919967087685,3.955050124246414,Control,Batch 2
3,63.68456181818182,35.16714195454546,8.3997165,72.5409018909091,50.52663232727272,274.64848060909094,269.91597496363636,9,11,3025,Control_1_241203,TE,4.301550422729946,3.6712301206366926,2.1870558879875124,4.4580513444057255,3.929774823921528,Control,Batch 2
5,44.759726799999996,38.664328729411764,7.4385836764705875,32.53542248235294,48.47357187647059,249.8726094235294,187.72816237647058,12,17,7818,Control_1_241203,TE,3.9981199164825494,3.8030734865762628,2.085155278139591,3.7141983573457837,3.8907171688840716,Control,Batch 2
6,69.80974589,37.17226853,10.82746259,63.13809532,53.14680598,278.92338883,300.35329634,9.5,10,3243,Control_1_241203,TE,4.40158210628652,3.732853862433317,2.4442102261123932,4.3288863773314,3.9807361800543397,Control,Batch 2
7,46.968005925,32.908469625,8.330384862499999,47.3762231375,52.823277525,257.6017929375,243.6351711375,9.5,8,1809,Control_1_241203,TE,4.005275821888275,3.6110212573822866,2.1820369126388517,4.041683068844652,3.9746301388228846,Control,Batch 2
8,73.86034496,34.88350463,12.80885178,53.93397848,54.50087885,258.43526273,307.13511128,10.5,10,3570,Control_1_241203,TE,4.474385223527791,3.6816512180142174,2.6187979831854644,4.190645164191892,4.006702982521629,Control,Batch 2
9,47.185537716666666,42.97501785833333,8.402730375,66.75561839166667,49.857558041666664,292.6225190416667,207.25877185000002,12.5,12,4385,Control_1_241203,TE,4.059098834136594,3.914947818230898,2.210299192408981,4.4425669055688575,3.919272487811553,Control,Batch 2
10,52.19166622,32.66390057,7.62463943,43.8744606,55.172364699999996,197.29780968,216.65848372,11.5,10,3620,Control_1_241203,TE,4.143533278830184,3.6282539739890987,2.1065902951916877,4.003539454636404,4.0197563519120445,Control,Batch 2
11,58.57601644444445,30.390253966666663,7.818575744444445,65.73429234444444,49.24017628888889,291.0979161777778,276.8744269,12,9,2226,Control_1_241203,TE,4.267135946869304,3.5622787178332387,2.134976568227833,4.417488129529441,3.9064082786102183,Control,Batch 2
13,52.234223525000004,35.14565414166667,8.079287591666667,58.20871735833333,46.78748983333333,314.41036935833336,219.385865025,14.5,12,3766,Control_1_241203,TE,4.193550574873096,3.7385225868015253,2.1841235654851974,4.3442080983404265,3.8573344358017048,Control,Batch 2
15,56.464121754545445,33.6806881,8.3059259,46.94050399090909,52.96427656363636,162.5569938090909,254.5651307090909,14,11,2991,Control_1_241203,TE,4.26321758062159,3.689773296161445,2.208519528610299,4.119393233985944,3.9809319745401552,Control,Batch 2
16,50.705503657142856,36.1979048,8.219914514285714,41.51187354285714,48.829698271428576,194.8967845142857,240.8162278,12,7,1742,Control_1_241203,TE,4.122845332844197,3.7371574647912946,2.1850333449479855,3.957847770170103,3.898037113066259,Control,Batch 2
17,63.063175658333336,29.187539316666665,7.529117983333333,49.696067383333336,54.69478431666667,218.087493575,299.08532856666665,14.5,12,3136,Control_1_241203,TE,4.381949355148319,3.5527640769763247,2.113598671878865,4.186099069181453,4.013486625051705,Control,Batch 2
18,53.3972961923077,29.140235646153844,7.449072138461539,57.28566271538461,53.01460407692308,308.87873749230766,273.4324756846154,16,13,4050,Control_1_241203,TE,4.240173854430543,3.5696612704341115,2.112718064067122,4.357206610912737,3.983497798812646,Control,Batch 2
19,61.62886964285714,28.8959533,8.145150157142856,57.1434149,53.881727471428576,236.63966128571428,304.7659087,13,7,1582,Control_1_241203,TE,4.334341690853228,3.524204607237828,2.1824347722186848,4.296753929632019,3.9972976651665886,Control,Batch 2
20,66.60254811428571,30.433717942857143,7.595649971428571,59.17673571428571,52.98722804285715,178.85409691428572,267.4183677285714,13,7,1458,Control_1_241203,TE,4.411953982685369,3.5760540079076524,2.1125886942539847,4.331718197602156,3.980557188197747,Control,Batch 2
