TrackObjects_Label_1,DAPI,SOX2,pERK,BF,OTX2,Cyto_pERK,X,Y,Z,Lifetime,Area,Embryo_ID,TE_ICM,DAPI_Cor,SOX2_Cor,pERK_Cor,BF_Cor,OTX2_Cor,Cyto_pERK_Cor
122,18.277249594991478,0.6885810665314269,2.869724353139053,13.737101645597487,1.404247287411383,2.0039945852078827,104.19793189734973,220.23718713046452,86,122,3978,Emb1_211021,TE,4.5351956530845206,0.15501747359631868,2.3199250179247,2.626144431220435,1.2002645759569996,2.07841712001687
124,3.0181958487898117,0.503636427269796,0.4817909437677936,13.629999633949028,0.6389109278720044,1.0313147120676993,390.731372460307,391.02418522335466,87.5,124,2892,Emb1_211021,TE,2.762647559264538,-0.14849842137664837,0.5577124553821449,2.618422679101037,0.4278702908171803,1.4382821193079454
126,10.387219866318388,0.7711532874481728,1.211696275271955,12.384493797817358,1.4809870029800742,1.2297234396633747,271.42091318403453,424.22826063788057,86.5,126,1954,Emb1_211021,TE,3.979592935120455,0.27132577609349284,1.4651365457097691,2.522525192309103,1.2584722478362675,1.598137358092742
127,12.334999950866212,0.6431882517394043,1.7471115293628707,14.505544730929898,1.2792757147338139,1.1365517996266195,356.4970482391993,420.1541386916899,88,127,2092,Emb1_211021,TE,4.179878058181413,0.0991110602299708,1.8531295798470895,2.6807150868275165,1.1270802730761245,1.5434796799372688
128,4.276171773155648,0.5327751560350974,0.5781676616174174,14.074098462226905,0.6645541522893136,1.5246750972602126,369.7606840349254,402.11493603058403,90.5,128,2812,Emb1_211021,TE,3.167880902022495,-0.07384601082358733,0.7841828938089922,2.650695935393134,0.49723970631544934,1.87744970038291
129,2.218563481142664,0.48191884374913613,0.6739020363296137,13.173654640457338,0.4310408628200223,1.4333472918337384,398.9896374485388,369.4920509725762,91.5,129,954,Emb1_211021,TE,2.5306523912954964,-0.168010499803674,0.9520963238674732,2.5846494718240884,0.0744157831598572,1.8317690238084479
131,19.335453278441737,0.711438962727737,1.2599415248183643,13.188773739862478,1.5490894043945507,1.230027121128493,95.09663299861688,286.98527019079296,93,131,1398,Emb1_211021,TE,4.724115040987285,0.23064567549508214,1.5998388599408266,2.58590177551225,1.3684800955889689,1.702930314463708
132,19.575329960511514,0.7122874458102065,1.7686441034430451,12.34173575370973,1.6927514554556335,1.0351425081087717,167.9809834154652,97.8604212097487,95,132,1347,Emb1_211021,TE,4.774340825666662,0.24411636838980882,1.9683982154889983,2.519663363143635,1.4771787169817612,1.562616523734168
133,9.288290026107862,0.6997331232340299,0.9886773915667375,11.185437076016438,1.353363764674738,0.8599557989064442,272.7867414904133,427.06604893882553,103,133,7842,Emb1_211021,TE,4.180415328443197,0.2754521165296134,1.5045795438202842,2.421851768141637,1.3334957832465733,1.5058948765303921
137,2.1550949753624393,0.513685081171258,0.5460318664957358,12.545778309030501,0.5893432483235075,0.9729301250264607,405.7895069078625,381.466947368549,100,137,4168,Emb1_211021,TE,2.6626871102733936,-0.052003158878886624,0.8668193569394682,2.536411759779766,0.47222775297542585,1.5810606238142015
