TrackObjects_Label_1,DAPI,SOX2,pERK,BF,OTX2,Cyto_pERK,X,Y,Z,Lifetime,Area,Embryo_ID,TE_ICM,DAPI_Cor,SOX2_Cor,pERK_Cor,BF_Cor,OTX2_Cor,Cyto_pERK_Cor
263,3.684125057142857,0.45641867142857145,0.5470035857142858,15.72287215714286,0.7230028857142857,0.6303226386570856,53.81712231142857,302.06432167142856,159,263,1432,Emb3_211021,TE,3.8898431129867626,-0.1512984653543582,1.4941114388193006,2.7433969199643657,1.313103667701442,1.7899973759580388
267,4.86506975,0.4734308916666667,0.7890629499999999,15.506426591666667,0.5850293333333334,0.6089182876101862,104.3461119,397.69892203333336,163.5,267,2820,Emb3_211021,TE,4.241067048221894,-0.09680071006395796,1.919801635864421,2.729203222449112,1.1477239467418956,1.8191730209273536
269,3.81625942,0.47346424,0.7167138200000001,14.517046,0.73632246,0.7260805548708368,181.5403552,68.446465306,160,269,1118,Emb3_211021,TE,3.9413426283841955,-0.1106604464922969,1.7774795420882477,2.663530768007058,1.341653631407676,1.945565119283779
270,4.105978628571429,0.4778897714285715,1.7267867142857143,13.726578057142858,0.7852467952380952,0.6671280106520618,415.4675043904762,133.14242663809523,169,270,5913,Emb3_211021,TE,4.160879229844967,-0.06553827858487704,2.7754499303707267,2.606877845951831,1.4986528594857638,1.98833386630134
272,5.496388666666667,0.46089064444444444,0.8190759444444445,17.546555144444444,0.6939461,0.6765165476154205,387.7933094333333,420.6247579222222,163,272,2404,Emb3_211021,TE,4.354943512436517,-0.12563013561320202,1.9505326398816147,2.8528424323612027,1.3132806606322238,1.9173496824498208
273,6.460351879999999,0.45709756,0.6802876999999999,14.44289442,0.6598414,0.5099254636933531,108.14389976,117.41240994,162,273,1033,Emb3_211021,TE,4.500270528560023,-0.13787233464944382,1.7517064167296215,2.6582623203566706,1.252595788007353,1.6205461119449178
274,3.19429105,0.44507437499999997,1.7479530375,13.939216237499998,0.68844165,0.7632511624277928,141.3633996375,433.1979319125,164.5,274,2507,Emb3_211021,TE,3.8366247016636628,-0.15457175696434666,2.7282768234137142,2.6225818225439244,1.3207643825013577,2.0592023999776674
276,4.83616265,0.462146475,0.527603025,14.22034585,0.8067650500000001,0.8543603351296333,461.2432993,216.401707125,162.5,276,843,Emb3_211021,TE,4.218844898225921,-0.12489966254555107,1.5041723651649623,2.6426967422397767,1.4587499403119948,2.143635296697063
277,3.9363091666666667,0.4666049111111111,0.5567416222222222,14.296182877777778,0.7688971444444445,0.5402600234637953,236.00984333333332,60.88346592222222,166,277,1872,Emb3_211021,TE,4.069891333770464,-0.10137057230149338,1.604084959739923,2.647757411803167,1.446722125014263,1.7349591290912605
278,3.46611787,0.47424421999999994,0.64275264,15.207589930000001,0.65322139,0.5271908922130042,464.23540006999997,265.2563283,166.5,278,2012,Emb3_211021,TE,3.950817846345407,-0.0831444649076214,1.7543146815667072,2.709522189356175,1.288852817134376,1.7175556308218847
279,5.857156092857143,0.4936682071428572,0.6872886642857142,14.720441571428571,0.7907409428571429,0.5131944816262939,447.57720913571427,321.9311775928571,166.92857142857142,279,4395,Emb3_211021,TE,4.4824048134581655,-0.04130580108717863,1.8269519400791372,2.676933270903228,1.4842937258617672,1.6967213374018741
280,2.7146520705882353,0.45184600588235296,0.689599288235294,15.319351364705883,0.5707127705882353,0.4930607666545464,58.92719575588235,254.2720685882353,170,280,10204,Emb3_211021,TE,3.7633741781600754,-0.1175848501122837,1.8708202563907763,2.7165862072721616,1.1898862513881983,1.700196764046893
282,3.7558010583333337,0.4376962,0.4172513583333333,16.524974545833334,0.6972373625,0.6019441321425439,88.44070717541666,368.9397190125,174.5,282,8876,Emb3_211021,TE,4.161184301106264,-0.13148385736185086,1.4278485462594679,2.792009886531231,1.4364331969093223,1.9634100945686825
284,5.819989525,0.46328345000000004,0.6879859,15.08903455,0.6442984500000001,0.7092415938054927,319.7325373,71.22505347,164.5,284,881,Emb3_211021,TE,4.436543870606271,-0.11448291923367793,1.7959326106301283,2.701843387392783,1.2545058182967928,1.985821442606053
285,4.742605814285715,0.4455755428571429,0.4584967857142857,14.63413384285714,0.6548808428571429,0.8111499761194746,56.559674134285714,301.12419170000004,167,285,1445,Emb3_211021,TE,4.2724930103417105,-0.14349649800071362,1.4231655791960418,2.6710476667900345,1.296538387523971,2.1554592508750536
286,3.3456913499999996,0.45446945,0.742896025,13.95823845,0.7181033,0.46291652474613104,182.1858674,70.577754425,165.5,286,815,Emb3_211021,TE,3.89919425483218,-0.129707063718148,1.8858997373566928,2.6238717889433474,1.3732387799480232,1.573406490249891
287,5.3456263,0.44880912500000003,0.50654035,17.45888175,0.6297947749999999,0.442767842756959,183.753370475,452.05994725,165.5,287,1052,Emb3_211021,TE,4.3677884315006965,-0.14223729789424355,1.503010425619719,2.847648950595075,1.2420388849722372,1.5289151483943073
289,6.1775611,0.46278975000000006,0.56745765,14.973185575,0.9474827499999999,0.6272584455674233,334.37954245000003,454.5988677,166.5,289,800,Emb3_211021,TE,4.5286935348751705,-0.1075888207962592,1.6297414894317281,2.6939886246269844,1.6606979025927024,1.8913213177351178
292,5.46850458125,0.4881397375,0.59316585625,13.2150289625,0.7994979500000001,0.4274010016782707,452.09169796875,300.2418589,173.5,292,4460,Emb3_211021,TE,4.520616776744568,-0.026410857425618217,1.7663725992884767,2.568567044424787,1.56297539027566,1.6068764634949009
294,4.527576541176471,0.4429707529411765,0.5635519470588235,16.806652911764704,0.9651233176470588,0.4001227366644186,283.76174930588235,461.5254172352941,175,294,4886,Emb3_211021,TE,4.356196378286956,-0.11751786948975407,1.7349520975391859,2.808874880433303,1.7666721397681457,1.5621803318933076
295,3.0384959499999997,0.4632406416666667,0.8245776749999999,16.771733483333335,0.5560927833333333,0.6229097773896005,265.384879675,70.91428034916666,172.5,295,3283,Emb3_211021,TE,3.916726061434936,-0.08273494266856596,2.0825324728354326,2.806979386535097,1.1896837871901746,1.9693225339961693
297,1.4967508333333333,0.42950551666666664,0.45252415,14.934859649999998,0.6107717,0.4821994519311966,110.63138128333334,120.47184528333334,169.5,297,1953,Emb3_211021,TE,3.1599056112822197,-0.17027020496442213,1.4430315997222594,2.691204479216254,1.25256318087896,1.6708469798183159
298,5.2344804499999995,0.4623406,0.8094254000000001,15.484531075000001,0.9008664,0.4630207198934493,386.26915055,420.0555547,170.5,298,1060,Emb3_211021,TE,4.4280916379583,-0.09263942784178858,2.0376077763380076,2.727273969821574,1.6514417234165364,1.644429054047286
300,1.39506615,0.44169094999999997,0.4738633,15.238163075,0.48918967499999993,0.44768016825597245,435.5767033,169.35731795,170.5,300,785,Emb3_211021,TE,3.105818452237589,-0.13832073771954945,1.502289518856304,2.7112355536558215,1.0409284549002096,1.610743715962332
301,3.762706366666667,0.4647869666666667,0.8525723833333334,15.881980166666668,0.5598374833333334,0.5010349791389564,113.74944176666666,403.17154381666666,172.5,301,1272,Emb3_211021,TE,4.130495564375588,-0.07940315978133416,2.115915257717205,2.752469925632618,1.1963939610161147,1.7516358055245638
304,3.38062118125,0.43584296875,0.43599840624999997,16.08627730625,0.86203381875,0.4866169848712268,187.4695446625,445.68730193125,178.5,304,7167,Emb3_211021,TE,4.120996278663148,-0.11980575201333876,1.524548480582539,2.764808781843206,1.6897645072740772,1.8074001999053104
307,3.071902075,0.4362830916666667,0.36485570833333336,18.594870983333333,0.6665549166666667,0.39919403925824937,330.82235357499997,443.9237112083333,178.5,307,4108,Emb3_211021,TE,4.025236715434971,-0.11879667301413444,1.3464565594795859,2.9097271649899503,1.4326265522084798,1.6094154716241846
308,2.6200987799999997,0.4448342,0.58909098,16.39753632,0.55874126,0.5728435202984444,234.05096108,71.279712522,175,308,1667,Emb3_211021,TE,3.8092376603142526,-0.11332093390302767,1.7792655272568605,2.784231313367982,1.2201781094012965,1.920946241545039
309,3.8548309000000005,0.45672692500000006,0.49204054999999997,16.411575125,0.7414675500000001,0.6966409052695963,141.46913684999998,98.3888224375,174.5,309,862,Emb3_211021,TE,4.187209164485602,-0.08893276340126088,1.592684439733566,2.7851239691262735,1.4979301389977517,2.1094929559412616
312,2.7707886142857143,0.43979865,0.48137694999999997,19.06114942857143,0.7362490428571429,0.38296107617276814,362.1167937642857,428.5850030285714,179.5,312,3676,Emb3_211021,TE,3.938338078401812,-0.10679277635083428,1.6367290358954336,2.934419698628017,1.5423557868244988,1.582071340651994
314,2.06972776875,0.44236183124999995,0.8311751187499999,15.454209268749999,0.7485149437499999,0.45284431483340454,177.7841954875,83.178339411875,181.5,314,4550,Emb3_211021,TE,3.6791609817248503,-0.09302284142443096,2.2092117200907304,2.724502635864346,1.5794713570569474,1.7779651104379002
316,1.11291604,0.42567583999999997,0.2634125,15.43862862,0.66776392,0.37724447673343436,61.123275158,298.3760937,178,316,1844,Emb3_211021,TE,3.001849315597799,-0.14539419327425496,1.0141863071053128,2.72375206996643,1.429289681193876,1.545796131919695
317,1.48530288,0.44194874,0.6003657,14.80635314,1.3392977400000001,0.5457376414840666,387.91131392,416.9146321,178,317,1352,Emb3_211021,TE,3.2904618670306505,-0.10788705637874807,1.8377910227401253,2.68193598073709,2.12518058513615,1.9149592018870563
320,4.6267742,0.43822832,0.44934302,14.5066106,0.85997596,0.41432219900350653,374.20800874,97.996486,180,320,1110,Emb3_211021,TE,4.459182924365152,-0.10837889452261806,1.5744748182186372,2.66133671857213,1.7028210139348747,1.667841910268483
322,2.112704090909091,0.4501329,0.7334575454545454,16.53285530909091,0.6745311818181818,0.5086989433053839,230.38581068181819,75.25682877,184,322,3528,Emb3_211021,TE,3.7403685635918347,-0.06566192724118247,2.117132250148536,2.7917860649964683,1.5011565712873165,1.9296476298257303
326,1.2711899,0.434231725,0.8927594000000001,16.127690425,0.6958850750000001,0.5066055132309895,120.211074725,403.174065425,181.5,326,1188,Emb3_211021,TE,3.191727635730359,-0.11156845963312734,2.280680032204048,2.7671586516624114,1.506574815661949,1.8901259109071646
327,1.9344616304347826,0.4341576173913043,0.4025475956521739,17.559450273913043,0.791852356521739,0.3377086134667849,301.1895824086956,81.70390893869565,191,327,8732,Emb3_211021,TE,3.7660727975875323,-0.0739286676591514,1.6096187465392284,2.8515121262487764,1.7335743782260138,1.6191907724884378
329,1.211612775,0.45028769999999996,0.8330524,15.851541350000002,0.641991,0.6207965911363056,264.99111415,73.747003535,181.5,329,1127,Emb3_211021,TE,3.1437304566500597,-0.07526827769594702,2.2114674891463326,2.749887804506396,1.4259766377164098,2.093360465981543
330,1.8822377000000001,0.43047678181818183,0.4962611136363636,16.245379354545456,0.5091739954545454,0.40090955635726017,76.95682712909091,231.18262594545453,191.5,330,8147,Emb3_211021,TE,3.7468378989724784,-0.08045092848915791,1.8254557915085414,2.773691951746083,1.2972080828341066,1.797776283422857
334,2.8909293347826086,0.4381070347826087,0.5180039478260869,17.46956021304348,0.8055473000000001,0.3853192327648853,395.71989177391305,388.1327522478261,193,334,7346,Emb3_211021,TE,4.200330225411011,-0.05691504253374069,1.888113146724999,2.846232327591706,1.7713142598327563,1.779361949295616
337,2.92534185,0.4456755499999999,0.4567258166666667,17.617998516666667,0.5765078499999999,0.39628289884643286,251.05339386666668,454.92248588333337,186.5,337,1349,Emb3_211021,TE,4.106455038378662,-0.06566124403528562,1.6765036673556888,2.8551727132805964,1.3698966539805062,1.7153741318253002
338,1.7672844449999998,0.43202482,0.49546780500000004,16.73914172,0.69701295,0.40791710527013236,253.73624937,84.155930605,194.5,338,5976,Emb3_211021,TE,3.732612532853623,-0.06492197363898444,1.8634266142206202,2.803411798054181,1.6420619519480901,1.8575786554710336
340,3.107179427777778,0.4383662333333333,0.40809211666666667,17.273163083333333,1.0149887222222223,0.32298613203563215,326.9318508833333,436.8043794,194.5,340,5640,Emb3_211021,TE,4.296859355135297,-0.05035365142843007,1.6694603659990732,2.834815851004875,2.0178458013787286,1.6241885075874976
341,2.97975346,0.43719132,0.9461057,17.31942642,0.57054382,0.38929578682198623,108.58584225999999,142.66606574,189,341,1104,Emb3_211021,TE,4.165540598017023,-0.07492709569841649,2.4376367734071605,2.8378962048190597,1.3852433142912521,1.7329885214832608
342,2.9598368571428573,0.42597994999999994,0.3651560857142857,16.82258452142857,0.6418607428571429,0.32037013522329616,72.30756039428572,292.4049657,193.5,342,3667,Emb3_211021,TE,4.232016944343885,-0.08298949598358496,1.5451310237613793,2.8084580241681145,1.549344125278278,1.6018991367262276
343,1.3423853499999998,0.427809,0.3492317,13.554465949999999,1.4947881749999998,0.39281187095741454,375.7247024,100.494720975,188.5,343,1150,Emb3_211021,TE,3.360057715283819,-0.09860617137612637,1.4346036283879824,2.592821980013317,2.343136000296377,1.7348978327012436
347,1.7244945266666665,0.43538200666666665,0.59832204,17.875754920000002,0.3164640266666667,0.5548002151148386,131.86255758666667,384.9682417866667,197,347,3944,Emb3_211021,TE,3.7487607236338483,-0.04723286297549789,2.0849939776377564,2.868922576863587,0.8783838472646066,2.2004566390754263
348,1.96907435,0.4348512916666667,0.3389244666666667,16.077307858333334,0.7795220166666667,0.3781301252162385,444.42070915833335,230.74262936666668,195.5,348,2907,Emb3_211021,TE,3.8569889226497356,-0.05442235832960762,1.4969848228191134,2.7629973315161576,1.764221241890552,1.7959318752365
353,2.4318112285714286,0.43493312857142863,0.4137175999999999,15.65024937142857,0.6658707714285714,0.3863796561230279,397.7000453857143,143.5620015,196,353,1749,Emb3_211021,TE,4.076183434241022,-0.05224420146154518,1.702932900389729,2.7360386504348186,1.6118065820166105,1.8245880538325077
357,1.4092112444444445,0.4262297833333334,0.2608308611111111,16.69551397777778,0.7652410888888889,0.23787181512986716,436.3936081611111,287.9984620611111,205.5,357,6090,Emb3_211021,TE,3.6851035410798385,-0.03464277025253837,1.3670691847244223,2.799990853366736,1.8487089460737343,1.4741764180869348
360,1.741312109090909,0.43191998181818186,0.5020763454545454,15.828463945454546,0.5203236545454545,0.3572559246096199,95.00136471681817,292.7891195227273,207.5,360,9217,Emb3_211021,TE,3.929224347337956,-0.01342402419601052,2.0481452897159755,2.746513461177844,1.4836256059609831,1.9090754695241046
365,1.19580995,0.42612296666666666,0.2678468222222222,17.771677883333332,0.6114211777777777,0.2676410282214374,186.01328344444445,114.13746265555555,208.5,365,5919,Emb3_211021,TE,3.56969815192118,-0.022953214936747512,1.433172598969409,2.862235247641372,1.6552295238553745,1.6345229081540726
366,0.72809486,0.42930777999999997,0.3098154,17.42002358,1.26196632,0.28109967434208755,252.64736714,447.0300777,202,366,1536,Emb3_211021,TE,2.967896083882035,-0.04137911150591056,1.49294766084665,2.842728987728895,2.3128515784753674,1.591530889545653
367,1.4555005821428573,0.42571506428571426,0.31634512142857146,17.775234985714285,0.9570627285714286,0.2553971169028238,287.10325820714286,420.06722715,212.03571428571428,367,12121,Emb3_211021,TE,3.823709941832816,-0.009838386339384053,1.6461703814418356,2.8621746306341844,2.139662481626862,1.6377778172265767
371,1.1697367650000001,0.44586225,0.41540863499999997,17.69733127,0.6806675449999999,0.36632831565229934,414.93392223,211.595565525,211.5,371,5780,Emb3_211021,TE,3.5964433705692938,0.03425862306619287,1.9114578092008472,2.857821820099565,1.7933934341205804,1.9907841501338084
376,0.6010499,0.419227925,0.2575309,16.426447975,1.3157816,0.25627806584637447,300.65862495,86.058590295,205.5,376,1235,Emb3_211021,TE,2.8330914772429012,-0.05120270525795356,1.3543416529038605,2.783743609483288,2.3906494820210016,1.548677350018392
378,1.3729192583333332,0.41998768750000004,0.272749325,16.001233954166665,0.778242125,0.2924028424529128,354.35381135,138.6993495625,216.5,378,11325,Emb3_211021,TE,3.8379052295998366,-0.005611988039148419,1.5568247164067632,2.7567056683903366,1.9788263617839381,1.8362531776528452
388,1.2301656789473683,0.4230483578947368,0.32381495263157895,17.633588731578946,0.8669280210526317,0.2891142518653069,381.5629541263158,358.66365038421054,221,388,7644,Emb3_211021,TE,3.8013057567300312,0.019557592298252047,1.7877415114816544,2.8535129167985103,2.13307037027083,1.8886643608875022
389,1.6791866,0.4251400571428572,0.41664407619047616,15.882916704761904,0.47947616190476194,0.3393041526613389,132.76746404285714,319.7494292238095,224,389,6423,Emb3_211021,TE,4.1612330286152215,0.036428732754767545,2.079303179493978,2.748730874756511,1.5717943852920446,2.0911667117137283
390,0.9798477,0.42872653,0.26538756,18.211141195,0.636174655,0.23562507143083466,403.984925025,227.277337275,223.5,390,6425,Emb3_211021,TE,3.614476499368703,0.04283733845209858,1.6218037984844584,2.8855563936141815,1.8493732195920742,1.719561542701649
391,1.07271835,0.42649227727272726,0.2817641090909091,16.113314486363635,0.73339765,0.22413967000075086,134.55944593181817,182.52470371363637,223.5909090909091,391,14133,Emb3_211021,TE,3.7065001681209004,0.03797538548231216,1.6828599875522021,2.7631627607496343,1.9925034349303763,1.6708980317929272
398,1.3655976227272726,0.4207093909090909,0.21460581818181818,15.106013718181819,0.5627615454545454,0.24553045426745282,130.50831141818182,288.3960996636364,230.5,398,10629,Emb3_211021,TE,4.060237451466509,0.051825155807811774,1.5018354347582963,2.698100650627827,1.798859294143929,1.8598401314532342
399,1.278952165,0.420139085,0.16145166,15.612069514999998,0.55173601,0.1938633576240915,159.670296425,339.95808286,229.5,399,9084,Emb3_211021,TE,3.9784285964274644,0.046488931784454235,1.2042014820448181,2.731125561913998,1.7687790068590148,1.6095216956782876
404,0.4070513571428572,0.41530187142857145,0.19383178571428572,17.826595357142857,1.1862172285714285,0.20395318923769537,289.87348622857144,415.97080872857146,226,404,7360,Emb3_211021,TE,2.7768192615888405,0.020981390244081966,1.340717582958421,2.864030045323376,2.4980957510226793,1.6106748365563073
409,1.0114558041666666,0.4317308541666667,0.2541688375,15.982526487500001,0.5630418666666667,0.2745598874704803,382.402002,286.5207197291667,235,409,8923,Emb3_211021,TE,3.833244155359994,0.09558935227119025,1.7303142791233306,2.7541715289081163,1.8456960884333524,2.0352633010723915
423,1.8316270333333333,0.44054126666666665,0.35059175,16.842434383333334,0.7371979166666667,0.3093871630627671,359.6440495,208.68909173333333,237.5,423,1317,Emb3_211021,TE,4.467670829350714,0.1257365855375301,2.0848050808332856,2.8063923666940904,2.1409003755082123,2.190045133382802
428,1.183111280952381,0.43287862857142856,0.3598448380952381,17.693160628571427,0.2233072857142857,0.3429896848326027,323.72834869999997,247.36183754285716,250,428,9859,Emb3_211021,TE,4.233928559771395,0.15794443260364555,2.275724699872998,2.8547468341323188,1.0756239727491284,2.470114287371465
429,1.1502000000000001,0.4291417826086956,0.3837893956521739,16.85844601304348,0.2296288,0.34262154644757054,297.59272208695654,331.7018579086957,251,429,10141,Emb3_211021,TE,4.221981956621256,0.15325646382500757,2.353318503365941,2.8063469846044202,1.1138244875579386,2.4832002128205506
430,1.0017154916666666,0.4216645416666666,0.21947130833333334,17.69499294166667,0.145298075,0.254240797606487,321.64579285,283.93505203333336,247.5,430,3406,Emb3_211021,TE,4.026853274851209,0.12175314923629788,1.7484756626895932,2.8550347584901643,0.6203589719241276,2.135398716325579
431,0.6604915714285714,0.4205877857142857,0.22856551428571428,16.451759199999998,0.7080866285714286,0.19935583005368346,359.8647294,207.73501804285715,246,431,1785,Emb3_211021,TE,3.5860257257682946,0.1132268379351059,1.7692737401682945,2.7822965062476914,2.188145008370119,1.87107716824027
432,0.89103810625,0.42233231875,0.20573794375,14.69668075625,0.23391610625,0.2375415270183722,205.6617678375,273.70288931875,250.5,432,4735,Emb3_211021,TE,3.9585719237952857,0.1352753268074829,1.7234581444185209,2.6691546221793083,1.1271661824024661,2.109965507161373
435,0.5746469954545455,0.4185090136363636,0.28896598636363635,13.706732059090909,0.6315485,0.37319815672525364,141.26041553636364,251.1119435,258.5,435,16489,Emb3_211021,TE,3.6501047275734875,0.15802379067156658,2.1685448885906746,2.598830564245366,2.202489555914008,2.6748556918652673
437,1.029117981818182,0.4236951181818182,0.24417536363636363,15.633407299999998,0.7712378727272727,0.22045629058490904,379.7459644272727,290.1882653272727,258.5,437,7839,Emb3_211021,TE,4.232729343414237,0.17033657468864571,2.0001860284875015,2.7303526799254287,2.4022829915679287,2.1486311921471737
438,0.592438255,0.41689845000000003,0.158738895,16.466476855,0.631313115,0.16045671466909409,193.06952985499998,373.65815637000003,259.5,438,13171,Emb3_211021,TE,3.6968530134115496,0.15814899820779582,1.5829704663225166,2.7821950987225708,2.212414365594711,1.8452849970436003
441,1.3179223666666666,0.4348193,0.32181466000000003,16.71175798666667,0.7700832599999999,0.25878104734111645,359.9784835,211.47755819333332,262,441,3650,Emb3_211021,TE,4.5369822260922295,0.2101771034936274,2.3223417879977957,2.7967965741184035,2.436826332442512,2.358405210807044
443,0.5939985142857143,0.41629164999999996,0.18312435,15.23162387857143,0.6084377285714285,0.251463309840612,132.89475577857144,291.9933278357143,262.5,443,6724,Emb3_211021,TE,3.7482710883802968,0.1686329132456127,1.7653617252643374,2.7040215237964125,2.206405524505777,2.3368109734955538
445,0.669559325,0.4295444125,0.42343718750000003,14.12349045,0.5898848375,0.307690561894782,158.12355697499999,316.3115418375,265.5,445,3441,Emb3_211021,TE,3.916783403441744,0.21190468454040923,2.6428620374038463,2.628266410804219,2.2063360418679494,2.5810143766490583
75.2,4.263154785714286,10.316948442857143,5.5924032142857145,18.817556114285715,3.601027142857143,6.146436447587885,229.3832186,243.23134615714287,56,75.2,2477,Emb1_211105,ICM,2.49385434408678,2.4595631473164055,2.6607690736790284,2.960866186809543,2.3218969475591367,2.837867822692112
95,13.33109883076923,1.6383613769230767,8.181911323076923,17.64656357692308,6.8915565153846154,12.274562712851996,165.73592096153845,287.2967747,37,95,3548,Emb1_211105,ICM,3.279774802956962,0.5768526340810471,2.722574737840422,2.8877719526750036,2.617883837599398,3.182773372781245
117,8.494933675,1.5047929583333333,2.7419885166666664,20.285611433333333,5.236966758333334,10.171039407878215,276.64980586666667,287.13780402500004,42.5,117,3279,Emb1_211105,ICM,2.931667634504483,0.5041687511078905,1.7216134087170478,3.029702493190344,2.445540622907421,3.0951633622406134
158,7.361061625,1.476681825,3.400338075,18.8542818,5.58024315,7.306205325994355,207.78164479999998,285.70288155000003,47.5,158,760,Emb1_211105,ICM,2.881602008038155,0.49654131355098424,2.0206676441964673,2.958858800751323,2.6019445147305826,2.855594972945792
161,8.23034176,1.45629067,2.4881965900000003,20.014562180000002,10.3366947,11.3549005498589,295.5605112,259.09868381,51.5,161,2755,Emb1_211105,ICM,3.067782622688507,0.49162051209332125,1.775457614439532,3.0204407575048253,3.2927362213543105,3.369513983924648
184,3.9232437,11.6261197,3.042427125,18.109263000000002,2.9269909375,5.683926676416324,256.378219575,263.90001916250003,55.5,184,3247,Emb1_211105,ICM,2.4014458819398135,2.577905392527902,2.04364356285541,2.922266926789954,2.1053676132344465,2.7505141690402697
188,7.576872741666667,2.497398516666667,2.5931440416666667,17.920591266666666,8.879323666666666,7.481289302676446,167.80690600833333,254.46921315,59.5,188,2848,Emb1_211105,ICM,3.1341740268414413,1.048915408867625,1.9509605825274208,2.9136559973082212,3.2894273368499283,3.0982712815875697
218,10.453618463636364,2.37259,3.1203942545454546,16.683445536363635,31.97436251818182,7.325946558911473,284.82003335454544,181.16413483636364,69,218,3215,Emb1_211105,ICM,3.633094882019945,1.0189853110242093,2.295395044082619,2.846545643358742,4.747167071001423,3.2506602416934065
221,14.936778515384615,2.823232692307692,2.542324292307692,17.813919984615385,8.494938946153846,5.787120520439121,125.15144265384616,230.45538173846154,71,221,3604,Emb1_211105,ICM,4.027249693413941,1.1973705939428991,2.124069643107228,2.913039586695219,3.45887794625133,3.051375602913957
222,15.967840683333334,1.6289415666666667,2.6909829833333334,20.352787766666665,4.477529516666666,6.604850823509079,152.80976161666666,193.27505771666665,67.5,222,1465,Emb1_211105,ICM,4.028760635010616,0.6395841074784561,2.1221863998242947,3.0446471939862327,2.7534487586956473,3.1196692750527353
229,14.008049633333334,1.627693683333333,2.5971800333333332,18.653069116666664,5.5905828,6.109951508562812,172.44210488333334,181.86373711666667,69.5,229,1540,Emb1_211105,ICM,3.9350962442774655,0.6433094134805467,2.120255379201215,2.9583715376031465,3.0126224778711355,3.0782842386171847
239,3.3139263000000003,10.407549000000001,3.1559928,20.0455066,2.9699526,6.018183946443004,237.221843,218.4948805,70,239,293,Emb1_211105,ICM,2.502940656659125,2.499747806294284,2.323512412545208,3.0305982609080293,2.38939223292432,3.0722760084192315
245,5.71244905,1.3360538,2.82794345,17.511284683333333,5.949780466666667,5.448979464120983,188.0869429,224.79215515,74.5,245,1438,Emb1_211105,ICM,3.1313206529519633,0.45710812872747325,2.2892455638956424,2.8975344352500723,3.1678073647519955,3.055043856038921
256,3.2433799,11.7444919,2.4792804000000004,19.336972199999998,2.3276734,4.355742381885648,240.8891753,219.4613402,75,256,388,Emb1_211105,ICM,2.574621941275163,2.631828716925577,2.166056124914423,2.996940078579763,2.2386399417499323,2.8402400007750734
1,21.003171158333334,1.5743177041666667,5.925552654166666,18.347650195833335,3.8632969833333335,9.242435252271001,262.949404475,226.97221600416665,12.5,1,14110,Emb1_211105,TE,3.2776740524758665,0.4819581332970377,1.9889654060004947,2.9153262928095325,1.583834802855674,2.451936556053443
3,23.51960026875,1.5868055062500002,3.96225810625,18.732032243749998,2.8624402687500003,12.707380217499434,210.526652225,290.4723417875,8.5,3,5023,Emb1_211105,TE,3.316275562332013,0.4808752932895018,1.519418038675676,2.9341974961247086,1.2096652485176422,2.697312638036413
4,19.74418823125,1.5053371062499998,13.003127787499999,19.13910431875,2.61948698125,8.148104746335823,192.27789408750002,277.53516606875,8.5,4,4717,Emb1_211105,TE,3.14130142909711,0.4281726879724652,2.7077763272502002,2.955695958568475,1.1209724766527662,2.252919450921692
5,16.943111316666666,1.598587888888889,28.987657172222224,19.74185106111111,3.0950614833333336,16.121603562813895,254.90441377222223,312.83548191666665,9.5,5,6093,Emb1_211105,TE,3.006944092962425,0.4905184305354818,3.526226249431223,2.9871685585976073,1.3063789290899124,2.953537862433264
6,23.8636014,1.633869192857143,32.71904612142857,19.93073682142857,2.9672450785714286,21.370850123289646,233.82477222857142,323.5646556785714,7.5,6,4079,Emb1_211105,TE,3.3121560490262074,0.5078557270513882,3.613765158326879,2.9957597199471278,1.2270404154360648,3.1989047270051505
7,19.852303904761904,1.439542957142857,20.141465947619047,17.849107747619048,1.916393180952381,13.799453481261128,164.3522472095238,298.3707824047619,9.285714285714286,7,5914,Emb1_211105,TE,3.161407740269751,0.38524909831600074,3.1585438911922954,2.8862820549220274,0.8230538172258596,2.7940970518425523
10,13.736269177777777,1.4588536222222221,7.235117644444444,19.733364866666665,2.2477941111111113,6.4432536076746,209.0903114777778,326.5476685888889,6,10,2945,Emb1_211105,TE,2.731885011462881,0.3911943493515565,2.079604236566284,2.985109197599668,0.9214920475948178,1.9725469095480934
11,23.68998214090909,1.6166193227272727,9.706584140909092,17.628023363636363,3.2413632772727277,10.715415676373379,181.42042463636363,331.9217638818182,13.5,11,8088,Emb1_211105,TE,3.416692011522735,0.5107174388114433,2.499263273128952,2.875780422553188,1.4268958522483772,2.618062710843748
12,20.513621722727272,1.5569754409090908,4.370548059090909,18.259144213636365,2.1865267454545454,7.6340780175951295,313.68210743636365,258.3578697909091,13.5,12,10876,Emb1_211105,TE,3.2727295405900696,0.47312779671495125,1.7013598336265303,2.9109563614722473,1.0332310530791942,2.279005229586732
14,7.223720999999999,1.40778624,3.7719976199999996,20.34437924,1.56350288,4.009115919058493,241.86771922,340.84047372,7,14,1017,Emb1_211105,TE,2.1078617174573617,0.3578101379882932,1.445049005174459,3.0160684100010853,0.5770739538211493,1.5163430756394465
15,5.612632125,1.3492084,16.5370454875,19.4191870125,1.7879603125,10.057009116425805,294.893219675,335.5905897,8.5,15,3536,Emb1_211105,TE,1.8834747938461243,0.3186815607789586,2.9481878015871397,2.9702238931567284,0.739087220056327,2.4634015836587815
