TrackObjects_Label_1,DAPI,NANOG,GATA4,GATA3,BF,X,Y,Z,Lifetime,Area,Embryo_ID,TE_ICM,DAPI_Cor,NANOG_Cor,GATA4_Cor,GATA3_Cor,BF_Cor,Treatment,batch
8,85.77836977039325,21.10207702593772,2.894327647123317,68.68029782204721,22.360094194121018,369.751053079919,80.94607255730833,8.5,12,4196,Control_1_220318,TE,4.586542843201975,3.169494600923161,1.0959219158442957,4.3544034667031415,3.1058679676733076,Control,Batch 1
9,84.59533490421423,19.768904761565967,3.1280540948424513,65.19613935252085,23.274330238599532,108.9271012326158,302.7097426338795,10.5,10,4760,Control_1_220318,TE,4.604366825905211,3.1324968346477573,1.1813739724206829,4.3317389888679205,3.145608185979775,Control,Batch 1
11,91.00626764097898,19.053447928964392,2.751243685664455,66.83982987629057,22.540955479030846,145.16451145682873,357.8246880955726,12.5,6,2788,Control_1_220318,TE,4.70912771825508,3.1238980171906463,1.0608166528077272,4.386035416790529,3.1132583852333036,Control,Batch 1
12,99.41264328945684,34.7943220041308,3.7316947363044903,7.509478429720717,20.224591697223573,68.18938008852844,212.47301170147065,13,5,1042,Control_1_220318,TE,4.805406477266546,3.7331675642629385,1.3675656178747784,2.207263482355371,3.0047410719988052,Control,Batch 1
13,89.36146768730863,17.437991345053135,2.9572196889511715,47.626098314836426,21.203489500124352,486.0907269908482,92.11714934476345,12.5,4,752,Control_1_220318,TE,4.6908889382183325,3.0353016612364407,1.1330105951170188,4.047117756788498,3.052090534175974,Control,Batch 1
14,90.02381593195472,18.78817801117081,2.3935036137230634,52.9565882327664,24.43236512015614,439.56127438505825,29.295180677530308,20,13,4329,Control_1_220318,TE,4.8171925517822665,3.2158646692785764,0.9507636145292903,4.2634499958111185,3.1925848668883523,Control,Batch 1
15,93.84891063593442,23.831716311750732,2.9309855905778694,83.10484540997939,23.157142805357683,319.43532785728297,285.2211394253559,19.5,8,2433,Control_1_220318,TE,4.850876475576011,3.446587224102065,1.1513873692259842,4.70673044066196,3.1390628749901044,Control,Batch 1
16,89.39332139125202,20.48061197929435,2.5628623332392797,71.02011218315451,21.399398379825634,375.03169563362917,154.84339966494838,20.5,10,2956,Control_1_220318,TE,4.818092207024022,3.3091808557297675,1.0210764368060214,4.564289525158564,3.0599563648482846,Control,Batch 1
18,82.76444762213995,21.178812644588934,2.8103591853940992,78.19294192486312,22.987435113920014,201.33584502044718,125.303786756552,20,7,2414,Control_1_220318,TE,4.733116985061413,3.3356375040229915,1.1113114771562624,4.65315628515644,3.131624198710421,Control,Batch 1
19,80.34907107375808,16.449583960388964,2.637043922722963,57.88117359039535,23.127469289464567,132.92850547585886,143.805776838894,23.5,10,2867,Control_1_220318,TE,4.758994467092789,3.1323982820336704,1.0613037093719067,4.403815258422344,3.137115077115218,Control,Batch 1
20,71.82176652836475,16.664401504855046,2.5364420689722658,63.91267572051162,23.0367989094845,353.94058051912344,347.5556764478849,25,11,3279,Control_1_220318,TE,4.670585457656958,3.166570178549847,1.0282562583141341,4.524988798811487,3.132937332399829,Control,Batch 1
21,59.44900597391366,15.292694750658619,2.5279590121053928,72.69290804100197,23.144810153821492,157.9011173211617,426.4425455853161,24.5,10,3277,Control_1_220318,TE,4.473589135352823,3.0736053784846575,1.0229572244941691,4.646365338308197,3.13769819213488,Control,Batch 1
22,65.0885803979109,16.139284844899073,2.46603726964587,69.72721271798943,23.418839854756598,317.37057058222837,409.6629145083756,24.5,10,3047,Control_1_220318,TE,4.564219204494018,3.12748614075527,0.9981584731798115,4.604712235995127,3.1494683900242064,Control,Batch 1
23,64.96514661399615,14.534716807042342,2.2879446280341185,62.13040822276598,22.1596473831168,92.14555432824051,213.02501415590808,25.5,12,3783,Control_1_220318,TE,4.578176869256633,3.03690209789301,0.9271011634723081,4.504056058903204,3.09403436574023,Control,Batch 1
24,78.31571244958474,19.58671548563148,2.83404564182198,73.35867156604222,22.49189902804969,310.7603436741003,226.06439538901546,23,5,1603,Control_1_220318,TE,4.7254342914033085,3.299882890124223,1.1313986662387914,4.633434044957951,3.109332540664416,Control,Batch 1
25,73.22637220156655,18.079145672155185,2.600902606928775,68.88663077739942,22.718265432092565,278.66284836379856,141.07604122857705,28,7,2480,Control_1_220318,TE,4.737521055533952,3.29044873795083,1.0650460231293084,4.644029440096978,3.1185145610171636,Control,Batch 1
26,51.684119023399056,13.608312680853293,2.398320419359051,55.01285783762635,23.385249139086216,73.87962934441781,291.3260467868093,29,9,3072,Control_1_220318,TE,4.404972410646156,3.020503861702597,0.9878575762553528,4.433833402816561,3.1472842389359665,Control,Batch 1
28,48.78245669945089,11.242142038740699,2.1449909754295504,24.372542051246178,22.339899338611637,474.44998688171154,35.80176516535047,31.5,8,1965,Control_1_220318,TE,4.386832369353355,2.8648229129342297,0.8859746279501117,3.6564728765688406,3.1011372920180946,Control,Batch 1
31,49.96381759271488,12.856153731667366,2.372655190634628,52.02099856812249,23.50237380110394,76.53957506585911,349.6408095155413,36,9,2723,Control_1_220318,TE,4.482112028284755,3.0625670717900473,1.0043862804081747,4.4808054930975585,3.151115430007732,Control,Batch 1
32,55.26676095677484,13.947547591090661,2.3043865597774107,62.0689193864066,21.737589985288935,387.73175355312236,318.93062619730654,37,9,2464,Control_1_220318,TE,4.598840260253908,3.158179144891963,0.9790905535758277,4.6721018778772265,3.0728909699497744,Control,Batch 1
33,57.16331164410566,13.326707527147812,2.296885717065661,51.932360488307296,23.165368816689423,365.20739123372454,259.94577327303887,37,9,3059,Control_1_220318,TE,4.632580827871068,3.1126458924767877,0.9758303581843271,4.4937989336862705,3.136506107140212,Control,Batch 1
34,54.590839143946134,11.640245733862233,1.9686963387670862,45.34878977793417,22.754626035098934,463.68912003359094,153.66805984690777,38.5,12,3198,Control_1_220318,TE,4.610318498772696,2.998542789187788,0.8275022827441753,4.380288762620016,3.1183666180521827,Control,Batch 1
35,58.99333764734569,11.073678248827857,2.1123295183371615,36.15998995846762,21.75430541440592,107.59002229414084,393.94770155779213,37,7,2675,Control_1_220318,TE,4.664093002127882,2.927448276020509,0.8920713681705376,4.1318109193980765,3.073659635142214,Control,Batch 1
36,88.26588499712777,17.666415313302192,2.6216886144919127,62.78781343011236,21.932326246105237,189.9633978562264,80.60618950843914,39,9,2493,Control_1_220318,TE,5.098733321664694,3.4228024903782472,1.115885774319395,4.7130150516855585,3.0814767507020613,Control,Batch 1
37,69.1556691322221,11.1766448060774,2.0713315852040877,32.97814509516541,22.23113262886138,80.7823491818467,168.01116548555865,40.5,10,3263,Control_1_220318,TE,4.878523781829868,2.986164058582652,0.8861162371729443,4.091148734033521,3.0947591398795895,Control,Batch 1
38,58.40976705276515,14.384459990979012,1.842303230652341,46.073836213204814,20.84221216773483,432.9679272404909,35.85331553452105,40.5,8,2094,Control_1_220318,TE,4.709647129900757,3.2384842039898856,0.768947104901616,4.425548044634606,3.030246123827635,Control,Batch 1
39,33.12229684512135,8.350749685977608,1.8731485419225067,29.52430347299663,22.208238942360293,361.6012458983466,130.8258266189167,44,11,2940,Control_1_220318,TE,4.1978675005965265,2.7441526011754105,0.799194023068834,4.0319635206622335,3.0931464251512892,Control,Batch 1
41,74.75402764597602,16.16407677180172,2.3107061036125547,64.71445211033964,21.530841543758466,270.38094808405646,86.5125885959246,44,9,2803,Control_1_220318,TE,5.011862235276249,3.404586791988587,1.0091163374379122,4.8167324558296825,3.062169620901383,Control,Batch 1
42,49.71351674044758,13.329276802642331,2.0816087001000882,63.225890428080746,21.455723692191896,380.8070326769942,389.0717677693558,45,9,2984,Control_1_220318,TE,4.619792538652908,3.225891265495543,0.9086071378814597,4.808160601457536,3.0585082921581366,Control,Batch 1
45,48.46181063454074,10.75567891833892,1.9872652626573921,42.11965003057819,23.009352751200975,330.3149239008908,130.64727504291042,50.5,12,3056,Control_1_220318,TE,4.681499031697737,3.0890877314053684,0.8836678527456208,4.482805191806394,3.127502125857346,Control,Batch 1
46,23.60366516328405,6.6522456353547295,1.7889478328468804,29.174779904792253,16.244403171249893,379.7226350676401,56.27732097406105,50.5,12,2973,Control_1_220318,TE,3.962127130166223,2.6086140670689475,0.7785416212378755,4.115596501045128,2.779351590344612,Control,Batch 1
51,59.937573639242856,12.778765050522104,2.201823635873492,50.69637353783234,19.183633985975092,92.62149051172979,116.35162447312521,50,5,1394,Control_1_220318,TE,4.8860982100829915,3.254371398192439,0.9842403482305164,4.660795401478408,2.9457429348835067,Control,Batch 1
53,47.9532283657096,9.046906675707376,1.8247656925660292,28.618701742947167,23.48122713539575,145.67969805875077,81.52113253523235,57,17,6194,Control_1_220318,TE,4.774012187078036,3.0079337351926716,0.8237026397790176,4.191894421024858,3.1467209469005812,Control,Batch 1
54,43.98545238449178,10.974401719218708,1.889373371778989,47.68297072274053,23.03442972397859,316.46531278519404,452.1932932425874,56.5,14,4367,Control_1_220318,TE,4.679717270395507,3.194008555151388,0.8565453096415021,4.695057548532283,3.127593012019437,Control,Batch 1
55,21.6953926010517,7.076697006304513,1.8108670088328838,31.296689077621277,23.882510903729404,46.82199796172079,221.67955620204484,53.44444444444444,8,3018,Control_1_220318,TE,3.924512111335548,2.712075590657578,0.8021970153606629,4.229083690142165,3.1642576784608782,Control,Batch 1
56,20.05229416809661,5.543600386144799,1.6461091989250158,16.803506615754817,21.755417792474915,473.50009012206203,64.3394015299987,58.5,16,5266,Control_1_220318,TE,3.9259163202168863,2.539359366577818,0.7265187077824502,3.681472229935683,3.0701332546504463,Control,Batch 1
57,65.58103225737788,11.075461124267745,1.9745399336821994,47.128520798960395,24.29986100000209,45.07065603416774,333.72769331799435,56,11,3120,Control_1_220318,TE,5.071216152243318,3.196109191555842,0.898684138440325,4.676012211366038,3.181156572931665,Control,Batch 1
59,61.51070908121034,10.781483977738803,1.8936293409507525,29.8019662011499,23.105808808123573,224.7417344427015,57.66599734890004,60,15,4430,Control_1_220318,TE,5.070564469313124,3.2257340032471857,0.8724388691125742,4.276504585237431,3.1301046211542665,Control,Batch 1
63,26.27882507073338,5.990870140879034,1.6236961260908174,21.712518854145664,22.74842594179906,445.0066756869685,168.18770544668513,66,17,4750,Control_1_220318,TE,4.315253997618468,2.7229373221282245,0.7420465624994892,4.0480131499212675,3.1135182176847134,Control,Batch 1
64,18.902803785500367,6.0131856597457505,1.7046902269584712,26.606843404658555,24.984143284486894,36.618869901829726,223.31711311669173,62.5,8,2173,Control_1_220318,TE,3.930306750256775,2.6771947477985063,0.7770783065882251,4.199846022934484,3.2078456114786595,Control,Batch 1
65,21.38548600942818,4.976610047467815,1.6026462982589755,18.335080646303496,25.305510209366755,391.02599834858944,124.1864778802361,66.5,14,7222,Control_1_220318,TE,4.117131781512269,2.5445187903175714,0.7309475509257813,3.886290588874156,3.219960788742458,Control,Batch 1
68,28.752767610928448,7.724891215883941,1.6238189035770456,44.01784032941562,19.6164251329485,349.1525067243006,105.1886170181657,65,7,1636,Control_1_220318,TE,4.389368353828141,2.9630130735182725,0.7382239912341668,4.740018048973814,2.965556594130354,Control,Batch 1
70,20.313360011876032,4.726385470053331,1.5536365354999195,18.705509064331245,24.30680579504975,415.15293535449314,116.26582069413278,70.5,16,10697,Control_1_220318,TE,4.12912179531446,2.549457948157271,0.7154843738560547,3.965087487610508,3.179029585506393,Control,Batch 1
71,28.650801358493872,7.910529716015622,1.8573181707176245,35.702043914617676,21.986124611158672,101.696331671273,439.05797911983643,67,7,1612,Control_1_220318,TE,4.4175274706828205,3.015022926959113,0.880365489751348,4.560029065961217,3.079267575420739,Control,Batch 1
72,47.69962496226154,11.751945972789523,2.11632329155771,42.55372348252598,26.966169049165277,420.3469599271174,231.22435966382096,67,5,1128,Control_1_220318,TE,4.927268198874852,3.4108428890084115,1.01090558382072,4.735588034909121,3.2834382627270515,Control,Batch 1
73,23.95320497594392,9.186012546289824,1.7588330099938427,39.74465977547624,21.144036581684013,405.40510829419935,184.88051146257547,71,13,3946,Control_1_220318,TE,4.3018723129793,3.221034676787684,0.841478146647097,4.726091452111692,3.0395485253452064,Control,Batch 1
75,49.61423424794295,9.180728561956245,1.8784256776321477,31.81242201465726,24.755383315218797,289.63209507641255,62.36309835376535,71.5,6,1609,Control_1_220318,TE,5.03797372234061,3.2275250844744265,0.9092071108185522,4.510822826060373,3.1971497030663985,Control,Batch 1
77,16.180706185324624,12.22085741446197,1.9241831673053125,12.144536493361912,26.28445062357424,423.8344503410954,232.39849291424724,73,5,1345,Control_1_220318,TE,3.9413034586690276,3.53475728824755,0.9391206431262092,3.569898642647373,3.2568344344130242,Control,Batch 1
80,25.188702935259204,6.240779742087681,1.7416811778208676,24.699951023227555,22.23211824822044,57.731780971905486,395.5107544049931,80,17,5495,Control_1_220318,TE,4.4948683045100495,2.9616471725529205,0.8667626390065059,4.3827077873770035,3.088230834277717,Control,Batch 1
82,23.882600823206804,6.101130195107406,1.5697043088861176,25.06805906962053,20.105204764541984,355.08018677358154,418.9678974248922,81,17,5298,Control_1_220318,TE,4.457478977838647,2.953148013172935,0.7667035313232757,4.412199736870123,2.9875056279766974,Control,Batch 1
84,24.999117710489248,7.167096594297531,1.7411120377130103,35.2631995615887,22.78011474638923,136.0118197183594,471.25532304854306,77.5,10,2259,Control_1_220318,TE,4.447673621477755,3.0647116649284474,0.856690378585441,4.70199827621782,3.112996699823001,Control,Batch 1
87,18.29531631412568,5.541427601874623,1.6020909026209598,22.557088801000443,26.58929532735049,393.1721004089816,138.0724433131079,81.5,12,2800,Control_1_220318,TE,4.198903079350075,2.863993581756639,0.7890736603812479,4.314004458471175,3.266951195522369,Control,Batch 1
89,21.35245583337366,6.253657760462292,1.6442439945390555,25.561444417007923,19.222112361123212,412.07074340575696,367.1374913585444,81,11,2717,Control_1_220318,TE,4.345496039585133,2.977840115746432,0.8130940809195479,4.431690309887383,2.942588433254411,Control,Batch 1
90,39.085988961522574,7.593765716895275,1.736438185767103,25.15188904533046,21.890736731498574,291.67757516416816,62.54002147606275,80,9,2520,Control_1_220318,TE,4.934235359352502,3.157866794663617,0.8637479669902155,4.4008394587354855,3.072756460211227,Control,Batch 1
93,21.481223921796925,5.610680947265227,1.6644063554910142,22.823650694213498,20.042881886933756,12.351313247695366,290.3201919071869,94.5,22,6575,Control_1_220318,TE,4.565562598062911,3.0601237722962136,0.8779065873295745,4.516836493055055,2.9821546458485293,Control,Batch 1
94,23.163398835418263,5.4064484935599495,1.7010533356764213,22.081270509777635,15.435613230440303,92.6889233732815,113.5527917466766,85.5,4,945,Control_1_220318,TE,4.498253675985273,2.8958605822417636,0.8646008266323026,4.351480063063706,2.722457012913206,Control,Batch 1
95,20.46137378079285,6.637981806779577,1.5960502176347486,22.561866858731484,18.861926437755802,392.5087882781078,396.1552889453999,90.5,12,2951,Control_1_220318,TE,4.453499048619665,3.1717305926057904,0.8203798877713941,4.44650528455261,2.922091885457947,Control,Batch 1
97,15.203963825152448,4.936904736269033,1.5500269862404452,20.949049805650773,19.458461858963048,319.22847643496306,443.66138064291164,93.5,12,3522,Control_1_220318,TE,4.204085585056538,2.918061099584043,0.8028166654282459,4.416434084670127,2.9527291514947143,Control,Batch 1
98,22.87846228729056,5.730495143033618,1.588034998420592,22.782231946049826,20.88494679075116,154.28589668721995,83.7383500008251,96.5,18,5731,Control_1_220318,TE,4.6602907410895025,3.109516396295655,0.838734721455957,4.544417685032563,3.022976230420196,Control,Batch 1
99,20.382437690277428,4.440278529577375,1.5310727749110882,16.297774138460966,23.165603878281598,234.26656192531618,70.01981389792265,98.5,22,5866,Control_1_220318,TE,4.576480670765838,2.88269978417327,0.8100046715712755,4.238864604425197,3.1262829040277453,Control,Batch 1
100,20.63079746524195,4.7658158338297785,1.742626061326826,16.957171151372997,17.40856028223188,100.2028452458055,117.99260814400648,95.5,14,4334,Control_1_220318,TE,4.541024383494463,2.9110551501734863,0.927726759986315,4.234430301469853,2.8410769877806876,Control,Batch 1
101,12.721609738184528,4.450167585135586,1.5768600866669469,15.171976536777636,24.760509899125267,426.3007884678732,201.09893209670196,94.5,10,2316,Control_1_220318,TE,4.041688657487239,2.8283980820252337,0.82387698904667,4.108491470590917,3.1935296638972446,Control,Batch 1
106,20.880896820244523,5.346102720689163,1.6236412545155385,22.201087844694797,23.90092031243903,442.3861174566088,264.0800984411592,99,11,2461,Control_1_220318,TE,4.60856956397617,3.075412481619352,0.8706527031515003,4.555325110523615,3.157447951154318,Control,Batch 1
108,10.236184932476585,2.9563773924937755,1.446331939226458,11.459213010397924,18.963624813976466,339.9294598780632,84.88749891996288,105,21,6798,Control_1_220318,TE,3.9908039711415606,2.5678138852742878,0.7784086712282035,3.9821747651641415,2.9250563605738877,Control,Batch 1
111,14.05549317367116,4.492678725828856,1.531523841735722,22.420830190174666,21.643347096034624,409.25185407354616,330.2787248308246,109.5,18,6019,Control_1_220318,TE,4.37923699057562,3.0498788643545005,0.8531791950918381,4.719511422886547,3.0564823789771807,Control,Batch 1
113,16.72669299644234,4.880448100593822,1.5803016870581252,20.188368397991425,21.432296536385106,284.78073760106605,488.1646014439075,110,17,4415,Control_1_220318,TE,4.5611563178033965,3.139730800978596,0.8864788249792364,4.621977477299285,3.046600081065512,Control,Batch 1
122,2.39265562816383,1.3714636572443148,1.4084888518483312,2.2908273216423614,19.614217469751615,12.5612523508188,289.53781233293086,108.5,4,1368,Control_1_220318,TE,2.5928064084163065,1.8492273535704133,0.7655408971866049,2.4237744153718888,2.958205823543088,Control,Batch 1
127,10.662292864029727,3.7814955247145545,1.5351873613797267,15.635751403610085,21.95364450991958,331.374506282654,461.54287130014785,120.5,16,4022,Control_1_220318,TE,4.277353899501765,3.033000828357939,0.8984482354594578,4.5207695519359525,3.0688870072632026,Control,Batch 1
128,13.31795329349006,3.62297050470243,1.4689631232243827,16.18755734160684,24.070240346152897,291.03374248503144,86.37554294800557,122,15,4106,Control_1_220318,TE,4.523535328763819,3.01137404612842,0.860202801998684,4.577500338349266,3.160680087222164,Control,Batch 1
129,9.604854008738894,3.5275096981375773,1.4940902828913394,15.969744570496067,25.561988223188255,92.07580956683935,418.6163248432452,121.5,14,3509,Control_1_220318,TE,4.188765901811978,2.9776068887412936,0.875213288950228,4.556604118091204,3.2208932186921437,Control,Batch 1
130,5.783138151966088,2.4046217570709736,1.474253518522185,8.993122624209226,19.096985170642082,429.65835453337974,197.49598524512123,121.5,14,3179,Control_1_220318,TE,3.681450653581427,2.5944205898354022,0.8618484468162343,3.982373140407575,2.92931860818696,Control,Batch 1
131,5.803673569286454,1.9161516182875014,1.427785536404275,5.859843397598179,21.865898340494397,386.924911153007,135.30458101727228,124.5,20,7283,Control_1_220318,TE,3.7325627928798575,2.4097521077998056,0.8415180891533429,3.5981381758596154,3.0642165489539726,Control,Batch 1
132,15.025496440827943,3.902392658016761,1.538841283806484,13.455289248679245,21.17882480854753,191.7399477397768,92.15760297491768,126,17,3906,Control_1_220318,TE,4.70759343649917,3.142193966936895,0.9222653566838406,4.4514261163214375,3.0320406863461766,Control,Batch 1
135,12.359341036936954,3.8352694928290707,1.4622824698154246,17.53229258081071,21.048477654087822,388.59144728440555,383.5647923917057,125.5,10,2557,Control_1_220318,TE,4.504330558158614,3.1177784650078006,0.8692884992029906,4.708747186954853,3.025950297867341,Control,Batch 1
137,13.08762097361426,4.210189077335562,1.5372787312836014,22.81618567539985,22.19022505049317,436.5926136668935,276.81079505685057,128.5,10,2471,Control_1_220318,TE,4.609152368706725,3.2534387226660204,0.9309949478519325,5.016267920321406,3.07827450743753,Control,Batch 1
138,17.813913282481405,4.154714318631929,1.4863859296894435,16.52505855600155,24.291215661911814,363.85680805006666,436.5016094547858,135,17,5016,Control_1_220318,TE,5.020526403813555,3.3320303903147934,0.9226691709378732,4.789219412279996,3.167655454799643,Control,Batch 1
139,12.894823742907288,2.7743548998870824,1.4631425993927945,9.38353729371941,22.16342581529561,110.2424290286455,138.49358097017873,131,9,2848,Control_1_220318,TE,4.63395128196986,2.871690646302414,0.89131648525038365,4.164507766809772,3.076650088656437,Control,Batch 1
143,11.335319196532597,3.475833981789367,1.516543892288855,15.25604582157277,19.386993028946677,19.2641722107428,296.8566577664033,140,13,2908,Control_1_220318,TE,4.647752554994023,3.224283742292076,0.962245100028098,4.782811763110246,2.9413121056791813,Control,Batch 1
150,5.39496493314405,1.4669144271266543,1.4075646100462955,3.5545187022907174,20.076938817314456,109.59158716092993,135.67886849564155,144,15,6152,Control_1_220318,TE,3.96872836050093,2.4181761619946776,0.9032699173859382,3.3848722612126707,2.9756157997549697,Control,Batch 1
151,2.0690747042638966,1.1409421912643412,1.3707070628619902,3.1740745854577384,23.300840021758926,434.09435977976693,274.7809593091585,139.5,4,1335,Control_1_220318,TE,2.9390421938087727,2.1032967876922117,0.8591957453897399,3.2055275715220546,3.125281470819465,Control,Batch 1
153,12.265167099772938,2.7557729835616054,1.4630527108692288,9.600454563438058,24.605636750300807,216.97516086978192,100.1979264209532,149,21,6845,Control_1_220318,TE,4.869294476976766,3.119338969275093,0.9614222887069624,4.4519392291563396,3.1781866223609256,Control,Batch 1
154,11.212584081652174,3.12638479953773,1.4873205351383885,11.29933849800616,21.110054116079983,281.1612298006845,478.29285189389367,152.5,22,6680,Control_1_220318,TE,4.835064174126034,3.29497452381792,0.9915158546671243,4.666317132781655,3.0243787820515293,Control,Batch 1
156,5.232040326745003,1.5398657731576773,1.3932623373132689,4.657833102882162,21.43096712826311,353.47025588125047,123.22487540238305,150.5,16,4136,Control_1_220318,TE,4.041127245575966,2.5585622581800447,0.9183958337187688,3.7507383463796993,3.0397990157173767,Control,Batch 1
159,7.867926090835832,3.2522796685486384,1.5102754340467084,16.49248275060928,24.81976091912385,70.19017360789603,382.7542545590799,150,9,2307,Control_1_220318,TE,4.441186097906251,3.2991232137421282,0.9970852216556911,5.007727895872955,3.1866847856209217,Control,Batch 1
160,6.178243601577598,2.4338053365984056,1.4639451348525834,9.047118033332628,23.186860514035306,197.72685850801065,464.80848086803826,157.5,24,6876,Control_1_220318,TE,4.318348035290691,3.115220195302892,0.9951665632905243,4.517515314439752,3.117382713768964,Control,Batch 1
163,5.597323067378301,1.5685110184692561,1.4058180588887865,4.820311754905604,20.505954597651385,382.51229523880994,156.24878372720403,158.5,12,3153,Control_1_220318,TE,4.235460009882244,2.6900451949726154,0.9585520103034131,3.902616135334817,2.9943464327411267,Control,Batch 1
164,14.111650755588531,3.500710405444908,1.4074900868160651,6.78087522196981,22.028884536818484,399.02845459079845,350.05416994209304,155,5,1688,Control_1_220318,TE,5.104666014590385,3.4433886417184576,0.9460969527368959,4.1924319808355115,3.0665676949464316,Control,Batch 1
167,6.5681217473858915,1.9092447782536097,1.3956749563720645,7.271764755695115,21.305976359543003,426.66172823899655,272.81085856954843,165.5,22,7018,Control_1_220318,TE,4.5063878324136954,2.985535830355623,0.9785985421125758,4.416661010169888,3.0314537795446497,Control,Batch 1
171,4.782431176488247,2.1060509839925756,1.4335069307565371,6.547593023721846,24.88329078160078,74.8736372333244,379.7897701867038,162.5,8,1858,Control_1_220318,TE,4.141547062604367,3.041243073039961,0.9936478151453518,4.267664685981147,3.1871612042468156,Control,Batch 1
174,2.977928539736131,1.325543267109187,1.3483832031427707,1.5673935836725983,20.840252331059407,399.93620857321395,347.3439192435916,163.5,4,1015,Control_1_220318,TE,3.683694498374139,2.592410371030648,0.9363328047694934,2.8527285896344305,3.009685387513709,Control,Batch 1
175,4.228316512373468,1.3554453420669832,1.385519312674173,4.777958415365422,18.829385072790856,397.3038356172604,196.43741413908427,171.5,18,5193,Control_1_220318,TE,4.161107430320083,2.7277689862051386,0.9946850324610298,4.084875212003501,2.9068870929815853,Control,Batch 1
176,1.911844158030861,1.1821727226473289,1.3803634397679436,1.6301677820864353,20.112753858772184,282.1890300970568,473.4304876048299,167,5,1805,Control_1_220318,TE,3.2960490960162767,2.5274116801724817,0.9734152952148347,2.9434407076966136,2.973570984647211,Control,Batch 1
177,7.638794096360757,2.5058841298979724,1.4432721788249538,9.737045449577336,22.292248852292328,158.63550870421122,432.48501065583594,172,15,3437,Control_1_220318,TE,4.760460624823858,3.349312457581866,1.0374690922205991,4.804138327466621,3.0756234176251307,Control,Batch 1
178,6.625877263348172,2.3830311050606023,1.4345883616604311,11.896549850491995,25.677941350316374,50.66121040040406,309.9703690460645,176.5,22,9805,Control_1_220318,TE,4.6895570227900025,3.3626382357730145,1.0489763906505982,5.0705916774612465,3.21626732161672,Control,Batch 1
